task_id,scenario,mode,replicate,source_count,affected_count,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,threshold,delta_auc,delta_auprc,delta_mcc,delta_accuracy
ipromoter_mm_tata,random_missing_20pct,deployment_shift,6,53,11,0.986125478927203,0.9874666156604969,0.8818626406268539,0.9409190371991247,0.9408045977011494,0.9482758620689655,0.9333333333333333,0.45880989670753486,-0.004841954022988482,-0.004087473098336791,-0.017459149124039897,-0.008752735229759279
ipromoter_mm_tata,random_missing_20pct,deployment_shift,7,53,11,0.9318726053639848,0.9352080010139352,0.5952985083126993,0.7724288840262582,0.7692241379310345,0.978448275862069,0.56,0.45880989670753486,-0.059094827586206766,-0.056346087744898465,-0.30402328143819457,-0.1772428884026258
ipromoter_mm_tata,random_missing_20pct,deployment_shift,8,53,11,0.9850622605363984,0.9861265867545703,0.8629281881298223,0.9310722100656456,0.9307040229885057,0.9547413793103449,0.9066666666666666,0.45880989670753486,-0.0059051724137930695,-0.00542750200426334,-0.036393601621071525,-0.018599562363238453
ipromoter_mm_tata,random_missing_20pct,deployment_shift,9,53,11,0.9904406130268198,0.9908832332243734,0.9060335139930221,0.9529540481400438,0.9527921455938697,0.9633620689655172,0.9422222222222222,0.45880989670753486,-0.0005268199233716686,-0.0006708555344602241,0.006711724242128292,0.003282275711159799
ipromoter_mm_tata,random_missing_20pct,deployment_shift,10,53,11,0.990919540229885,0.9915404296668063,0.9080747126436781,0.9540481400437637,0.9540373563218392,0.9547413793103449,0.9533333333333334,0.45880989670753486,-4.7892720306474956e-05,-1.36590920273294e-05,0.008752922892784287,0.004376367614879695
ipromoter_mm_tata,random_missing_20pct,deployment_shift,11,53,11,0.9906992337164751,0.9913888069177188,0.9015074781011573,0.9507658643326039,0.9507375478927202,0.9525862068965517,0.9488888888888889,0.45880989670753486,-0.0002681992337164596,-0.00016528184111486155,0.0021856883502634483,0.001094091903719896
ipromoter_mm_tata,random_missing_20pct,deployment_shift,12,53,11,0.9908764367816092,0.9914795491354014,0.9058913400284436,0.9529540481400438,0.9529597701149426,0.9525862068965517,0.9533333333333334,0.45880989670753486,-9.099616858232462e-05,-7.453962343229037e-05,0.006569550277549796,0.003282275711159799
ipromoter_mm_tata,random_missing_20pct,deployment_shift,13,53,11,0.9908429118773945,0.9913826724505519,0.8972124364218562,0.9485776805251641,0.9484482758620689,0.9568965517241379,0.94,0.45880989670753486,-0.00012452107279703473,-0.0001714163082817688,-0.002109353329037611,-0.001094091903719896
ipromoter_mm_tata,random_missing_20pct,deployment_shift,14,53,11,0.9913409961685824,0.9918816010886385,0.9036973180076628,0.9518599562363238,0.9518486590038314,0.9525862068965517,0.9511111111111111,0.45880989670753486,0.00037356321839088213,0.0003275123298048799,0.004375528256769012,0.002188183807439792
ipromoter_mm_tata,random_missing_20pct,deployment_shift,15,53,11,0.9907231800766283,0.9913158646872184,0.8993772528287867,0.949671772428884,0.94955938697318,0.9568965517241379,0.9422222222222222,0.45880989670753486,-0.0002442528735632221,-0.00023822407161522285,5.5463077892836665e-05,0.0
ipromoter_mm_tata,random_missing_20pct,deployment_shift,16,53,11,0.9874808429118773,0.9882604265747278,0.8694245469957698,0.9343544857768052,0.9340038314176244,0.9568965517241379,0.9111111111111111,0.45880989670753486,-0.0034865900383141968,-0.003293662184105872,-0.029897242755124065,-0.015317286652078765
ipromoter_mm_tata,random_missing_20pct,deployment_shift,17,53,11,0.9906465517241378,0.9912125759416395,0.8993772528287867,0.949671772428884,0.94955938697318,0.9568965517241379,0.9422222222222222,0.45880989670753486,-0.00032088122605367086,-0.00034151281719418947,5.5463077892836665e-05,0.0
ipromoter_mm_tata,random_missing_20pct,deployment_shift,18,53,11,0.9877394636015325,0.9883184535880033,0.873977125282598,0.936542669584245,0.9361590038314176,0.9612068965517241,0.9111111111111111,0.45880989670753486,-0.0032279693486589878,-0.0032356351708303643,-0.025344664468295863,-0.013129102844638973
ipromoter_mm_tata,random_missing_20pct,deployment_shift,19,53,11,0.9907614942528734,0.9911521618228462,0.9060335139930221,0.9529540481400438,0.9527921455938697,0.9633620689655172,0.9422222222222222,0.45880989670753486,-0.00020593869731810877,-0.0004019269359875066,0.006711724242128292,0.003282275711159799
ipromoter_mm_tata,random_missing_20pct,deployment_shift,20,53,11,0.9889367816091954,0.9896674841042357,0.8695914049987049,0.9343544857768052,0.93397030651341,0.959051724137931,0.9088888888888889,0.45880989670753486,-0.0020306513409961147,-0.0018866046545980009,-0.02973038475218892,-0.015317286652078765
ipromoter_mm_tata,random_missing_40pct,deployment_shift,1,53,21,0.983955938697318,0.9836369720496286,0.8576903682204617,0.9266958424507659,0.9258908045977011,0.978448275862069,0.8733333333333333,0.45880989670753486,-0.007011494252873507,-0.00791711670920503,-0.04163142153043209,-0.022975929978118148
ipromoter_mm_tata,random_missing_40pct,deployment_shift,2,53,21,0.9853544061302681,0.9868459098905162,0.8796966910485046,0.9398249452954048,0.9396934865900384,0.9482758620689655,0.9311111111111111,0.45880989670753486,-0.005613026819923372,-0.004708178868317425,-0.019625098702389265,-0.009846827133479175
ipromoter_mm_tata,random_missing_40pct,deployment_shift,3,53,21,0.9454166666666665,0.9459379830632697,0.399064110558332,0.6444201312910285,0.638955938697318,0.9956896551724138,0.2822222222222222,0.45880989670753486,-0.04555076628352506,-0.04561610569556396,-0.5002576791925618,-0.3052516411378555
ipromoter_mm_tata,random_missing_40pct,deployment_shift,4,53,21,0.9850526819923371,0.9867539153587613,0.8820673081501189,0.9409190371991247,0.9407040229885058,0.9547413793103449,0.9266666666666666,0.45880989670753486,-0.005914750957854431,-0.004800173400072327,-0.017254481600774918,-0.008752735229759279
ipromoter_mm_tata,random_missing_40pct,deployment_shift,5,53,21,0.9911733716475095,0.9916951901675142,0.9080971950083284,0.9540481400437637,0.95397030651341,0.959051724137931,0.9488888888888889,0.45880989670753486,0.00020593869731799774,0.0001411014086805107,0.008775405257434588,0.004376367614879695
ipromoter_mm_tata,random_missing_40pct,deployment_shift,6,53,21,0.9854980842911877,0.987096750277809,0.8819139118074758,0.9409190371991247,0.940771072796935,0.9504310344827587,0.9311111111111111,0.45880989670753486,-0.0054693486590038365,-0.004457338481024697,-0.017407877943418026,-0.008752735229759279
ipromoter_mm_tata,random_missing_40pct,deployment_shift,7,53,21,0.9886829501915708,0.9892575328671818,0.8785491226762235,0.9387308533916849,0.9383141762452107,0.9655172413793104,0.9111111111111111,0.45880989670753486,-0.0022844827586206984,-0.002296555891651897,-0.020772667074670292,-0.01094091903719907
ipromoter_mm_tata,random_missing_40pct,deployment_shift,8,53,21,0.9908141762452107,0.9914140672983178,0.9058960812300065,0.9529540481400438,0.9528927203065134,0.9568965517241379,0.9488888888888889,0.45880989670753486,-0.00015325670498078647,-0.00014002146051583786,0.006574291479112704,0.003282275711159799
ipromoter_mm_tata,random_missing_40pct,deployment_shift,9,53,21,0.9908860153256706,0.9914397536119817,0.9036995198580087,0.9518599562363238,0.9518151340996168,0.9547413793103449,0.9488888888888889,0.45880989670753486,-8.141762452096302e-05,-0.00011433514685199597,0.004377730107114841,0.002188183807439792
ipromoter_mm_tata,random_missing_40pct,deployment_shift,10,53,21,0.9654741379310345,0.971535252395816,0.4825118908813719,0.6980306345733042,0.6935009578544061,0.9892241379310345,0.3977777777777778,0.45880989670753486,-0.02549329501915698,-0.02001883636301771,-0.4168098988695219,-0.25164113785557984
ipromoter_mm_tata,random_missing_40pct,deployment_shift,11,53,21,0.9857758620689655,0.98592960765408,0.8533702882334584,0.925601750547046,0.925014367816092,0.9633620689655172,0.8866666666666667,0.45880989670753486,-0.005191570881226015,-0.005624481104753665,-0.045951501517435434,-0.024070021881838044
ipromoter_mm_tata,random_missing_40pct,deployment_shift,12,53,21,0.9907567049808429,0.9914084607494618,0.9015074781011573,0.9507658643326039,0.9507375478927202,0.9525862068965517,0.9488888888888889,0.45880989670753486,-0.00021072796934862303,-0.0001456280093719009,0.0021856883502634483,0.001094091903719896
ipromoter_mm_tata,random_missing_40pct,deployment_shift,13,53,21,0.9803879310344827,0.9820930981627433,0.8543289661190913,0.9266958424507659,0.9262931034482759,0.9525862068965517,0.9,0.45880989670753486,-0.010579501915708778,-0.009460990596090402,-0.04499282363180257,-0.022975929978118148
ipromoter_mm_tata,random_missing_40pct,deployment_shift,14,53,21,0.9908141762452107,0.9913491449147082,0.8972124364218562,0.9485776805251641,0.9484482758620689,0.9568965517241379,0.94,0.45880989670753486,-0.00015325670498078647,-0.0002049438441255047,-0.002109353329037611,-0.001094091903719896
ipromoter_mm_tata,random_missing_40pct,deployment_shift,15,53,21,0.990397509578544,0.9906737747944181,0.9015913727651942,0.9507658643326039,0.9506369731800766,0.959051724137931,0.9422222222222222,0.45880989670753486,-0.0005699233716475183,-0.0008803139644155689,0.002269583014300358,0.001094091903719896
ipromoter_mm_tata,random_missing_40pct,deployment_shift,16,53,21,0.9888840996168582,0.9895378998081702,0.8850333629578169,0.9420131291028446,0.9416139846743294,0.9676724137931034,0.9155555555555556,0.45880989670753486,-0.002083333333333326,-0.0020161889506634667,-0.014288426793076958,-0.007658643326039383
ipromoter_mm_tata,random_missing_40pct,deployment_shift,17,53,21,0.9902729885057471,0.9909328151160128,0.8993772528287867,0.949671772428884,0.94955938697318,0.9568965517241379,0.9422222222222222,0.45880989670753486,-0.000694444444444442,-0.0006212736428208299,5.5463077892836665e-05,0.0
ipromoter_mm_tata,random_missing_40pct,deployment_shift,18,53,21,0.9906944444444445,0.9913573236445132,0.8993217897508938,0.949671772428884,0.9496264367816092,0.9525862068965517,0.9466666666666667,0.45880989670753486,-0.00027298850574697386,-0.00019676511432042965,0.0,0.0
ipromoter_mm_tata,random_missing_40pct,deployment_shift,19,53,21,0.9858141762452107,0.9873072418601118,0.8819821278065374,0.9409190371991247,0.9407375478927202,0.9525862068965517,0.9288888888888889,0.45880989670753486,-0.005153256704980791,-0.004246846898721901,-0.017339661944356433,-0.008752735229759279
ipromoter_mm_tata,random_missing_40pct,deployment_shift,20,53,21,0.9466044061302682,0.9532975537249349,0.33351914013294176,0.6050328227571116,0.5988888888888889,1.0,0.19777777777777777,0.45880989670753486,-0.044363026819923324,-0.03825653503389881,-0.565802649617952,-0.34463894967177244
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,1,53,0,0.9897796934865901,0.9883337793110254,0.8993408958993854,0.949671772428884,0.9495929118773947,0.9547413793103449,0.9444444444444444,0.45880989670753486,-0.0011877394636014005,-0.0032203094478082672,1.910614849154335e-05,0.0
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,2,53,0,0.9903591954022988,0.9908134406553626,0.890566329536664,0.9452954048140044,0.9452490421455939,0.9482758620689655,0.9422222222222222,0.45880989670753486,-0.0006082375478927426,-0.0007406481034710755,-0.008755460214229793,-0.004376367614879584
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,3,53,0,0.991331417624521,0.9921653185130652,0.8949627463449138,0.9474835886214442,0.947404214559387,0.9525862068965517,0.9422222222222222,0.45880989670753486,0.00036398467432952053,0.000611229754231557,-0.004359043405980034,-0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,4,53,0,0.9907662835249041,0.9916433404616729,0.8993217897508938,0.949671772428884,0.9496264367816092,0.9525862068965517,0.9466666666666667,0.45880989670753486,-0.00020114942528737245,8.925170283924366e-05,0.0,0.0
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,5,53,0,0.9894396551724137,0.9894876824231517,0.8972124364218562,0.9485776805251641,0.9484482758620689,0.9568965517241379,0.94,0.45880989670753486,-0.0015277777777777946,-0.002066406335682003,-0.002109353329037611,-0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,6,53,0,0.9905699233716475,0.9905687976556025,0.9037559058792698,0.9518599562363238,0.9517480842911877,0.959051724137931,0.9444444444444444,0.45880989670753486,-0.0003975095785440086,-0.0009852911032312006,0.0044341161283759645,0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,7,53,0,0.9894300766283524,0.9890826542035388,0.897129926222667,0.9485776805251641,0.9485488505747126,0.9504310344827587,0.9466666666666667,0.45880989670753486,-0.0015373563218391562,-0.0024714345552948602,-0.0021918635282268673,-0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,8,53,0,0.989822796934866,0.9904828161399742,0.8993408958993854,0.949671772428884,0.9495929118773947,0.9547413793103449,0.9444444444444444,0.45880989670753486,-0.0011446360153255508,-0.0010712726188594202,1.910614849154335e-05,0.0
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,9,53,0,0.9900191570881227,0.9904364425762133,0.8971402225708527,0.9485776805251641,0.9485153256704981,0.9525862068965517,0.9444444444444444,0.45880989670753486,-0.0009482758620688037,-0.0011176461826203354,-0.002181567180041144,-0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,10,53,0,0.9906944444444444,0.9914334654828059,0.9036995198580087,0.9518599562363238,0.9518151340996168,0.9547413793103449,0.9488888888888889,0.45880989670753486,-0.0002729885057470849,-0.0001206232760277981,0.004377730107114841,0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,11,53,0,0.9898706896551723,0.990051818978821,0.9080971950083284,0.9540481400437637,0.95397030651341,0.959051724137931,0.9488888888888889,0.45880989670753486,-0.0010967432950191869,-0.001502269780012666,0.008775405257434588,0.004376367614879695
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,12,53,0,0.990330459770115,0.9900622301474596,0.9037190454538568,0.9518599562363238,0.9517816091954023,0.9568965517241379,0.9466666666666667,0.45880989670753486,-0.0006369731800764944,-0.0014918586113740195,0.00439725570296301,0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,13,53,0,0.9904645593869732,0.9905493381005143,0.8971677218160659,0.9485776805251641,0.9484818007662835,0.9547413793103449,0.9422222222222222,0.45880989670753486,-0.0005028735632183201,-0.0010047506583193977,-0.0021540679348279745,-0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,14,53,0,0.9912739463601532,0.9920342355477854,0.8949985997783034,0.9474835886214442,0.9473706896551723,0.9547413793103449,0.94,0.45880989670753486,0.00030651340996168397,0.0004801467889516964,-0.004323189972590402,-0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,15,53,0,0.9898659003831418,0.9899619252296454,0.8949627463449138,0.9474835886214442,0.947404214559387,0.9525862068965517,0.9422222222222222,0.45880989670753486,-0.0011015325670497012,-0.0015921635291882286,-0.004359043405980034,-0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,16,53,0,0.9909482758620689,0.991733717738783,0.8971402225708527,0.9485776805251641,0.9485153256704981,0.9525862068965517,0.9444444444444444,0.45880989670753486,-1.9157088122612187e-05,0.00017962897994938665,-0.002181567180041144,-0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,17,53,0,0.9897557471264368,0.9901954809603077,0.8993772528287867,0.949671772428884,0.94955938697318,0.9568965517241379,0.9422222222222222,0.45880989670753486,-0.001211685823754749,-0.0013586077985259237,5.5463077892836665e-05,0.0
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,18,53,0,0.9906752873563218,0.991365580864961,0.9015181519004296,0.9507658643326039,0.9507040229885058,0.9547413793103449,0.9466666666666667,0.45880989670753486,-0.0002921455938696971,-0.0001885078938727025,0.00219636214953578,0.001094091903719896
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,19,53,0,0.9899329501915709,0.9901468475050104,0.894944059643779,0.9474835886214442,0.9474377394636015,0.9504310344827587,0.9444444444444444,0.45880989670753486,-0.001034482758620614,-0.0014072412538232992,-0.004377730107114841,-0.002188183807439792
ipromoter_mm_tata,score_noise_sd_0.05,deployment_shift,20,53,0,0.9895162835249042,0.9889374382100922,0.9015181519004296,0.9507658643326039,0.9507040229885058,0.9547413793103449,0.9466666666666667,0.45880989670753486,-0.0014511494252873458,-0.002616650548741495,0.00219636214953578,0.001094091903719896
ipromoter_mm_tata,refit_without_group:engineered_descriptors,source_ablation,0,53,22,0.9906800766283526,0.9913082405637477,0.9060143867320857,0.9529540481400438,0.9530603448275862,0.9461206896551724,0.96,0.532920628786087,-0.00028735632183896076,-0.00024584819508599587,0.006692596981191845,0.003282275711159799
ipromoter_mm_tata,refit_without_group:foundation_evidence,source_ablation,0,53,23,0.9910392720306513,0.9914194207986482,0.8972124364218562,0.9485776805251641,0.9484482758620689,0.9568965517241379,0.94,0.4186750902235508,7.183908045982346e-05,-0.0001346679601854639,-0.002109353329037611,-0.001094091903719896
ipromoter_mm_tata,refit_without_group:sequence_grammar,source_ablation,0,53,5,0.9825526819923371,0.9845260282482369,0.8629453762875481,0.9310722100656456,0.931374521072797,0.9116379310344828,0.9511111111111111,0.5786283504962921,-0.008414750957854378,-0.00702806051059679,-0.03637641346334575,-0.018599562363238453
ipromoter_mm_tata,refit_without_group:derived_evidence,source_ablation,0,53,3,0.99,0.9908758403300459,0.8928252515042276,0.9463894967177243,0.9464607279693487,0.9418103448275862,0.9511111111111111,0.5257727321982387,-0.0009674329501915269,-0.00067824842878772,-0.006496538246666184,-0.003282275711159688
snnrice6ma_rice_chen,complete_sources,deployment_shift,0,53,0,0.8846548188653452,0.8927166645567698,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3509066104888916,0.0,0.0,0.0,0.0
snnrice6ma_rice_chen,missing_group:engineered_descriptors,deployment_shift,0,53,22,0.8767942583732058,0.888518728098961,0.5310228199428088,0.7547169811320755,0.7552403736614263,0.8939393939393939,0.6165413533834586,0.3509066104888916,-0.007860560492139457,-0.004197936457808749,-0.008876300699676043,-0.007547169811320753
snnrice6ma_rice_chen,missing_group:foundation_evidence,deployment_shift,0,53,23,0.8832308042834358,0.8902986489662968,0.5509327802303745,0.7660377358490567,0.7665185691501482,0.8939393939393939,0.6390977443609023,0.3509066104888916,-0.0014240145819094385,-0.002418015590472944,0.01103365958788971,0.0037735849056603765
snnrice6ma_rice_chen,missing_group:sequence_grammar,deployment_shift,0,53,5,0.8837434495329233,0.888689836944187,0.526445298453951,0.7547169811320755,0.7551834130781498,0.8787878787878788,0.631578947368421,0.3509066104888916,-0.000911369332421974,-0.004026827612582773,-0.013453822188533748,-0.007547169811320753
snnrice6ma_rice_chen,missing_group:derived_evidence,deployment_shift,0,53,3,0.8734335839598998,0.8841551258491718,0.5299293278791285,0.7433962264150943,0.7441330599225336,0.9393939393939394,0.5488721804511278,0.3509066104888916,-0.011221234905445465,-0.008561538707598015,-0.0099697927633563,-0.018867924528301994
snnrice6ma_rice_chen,missing_strongest_source,deployment_shift,0,53,1,0.8831168831168831,0.8915364362429059,0.5177792418306123,0.7471698113207547,0.7477215766689451,0.8939393939393939,0.6015037593984962,0.3509066104888916,-0.0015379357484621714,-0.0011802283138638847,-0.022119878811872495,-0.015094339622641617
snnrice6ma_rice_chen,conflicting_strongest_source,deployment_shift,0,53,1,0.8807814992025518,0.889617757430264,0.5100401919366241,0.7358490566037735,0.736557302346776,0.9242424242424242,0.5488721804511278,0.3509066104888916,-0.003873319662793473,-0.0030989071265058454,-0.02985892870586071,-0.026415094339622747
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,1,53,11,0.885850991114149,0.893629636408334,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3509066104888916,0.0011961722488037507,0.0009129718515642482,0.0,0.0
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,2,53,11,0.8871041239462292,0.8972265685953417,0.5111632070429971,0.7433962264150943,0.7439621781727045,0.8939393939393939,0.5939849624060151,0.3509066104888916,0.0024493050808839234,0.004509904038571877,-0.028735913599487684,-0.018867924528301994
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,3,53,11,0.8758259284575075,0.8869443488639279,0.5172657033578296,0.7358490566037735,0.7366142629300525,0.9393939393939394,0.5338345864661654,0.3509066104888916,-0.008828890407837742,-0.005772315692841867,-0.022633417284655177,-0.026415094339622747
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,4,53,11,0.8856231487810434,0.8949724497560052,0.5138314239416348,0.7433962264150943,0.7439906584643426,0.9015151515151515,0.5864661654135338,0.3509066104888916,0.000968329915698174,0.002255785199235416,-0.026067696700849963,-0.018867924528301994
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,5,53,11,0.8830599225336067,0.8901641999106167,0.5331679438669825,0.7584905660377359,0.7589428115743906,0.8787878787878788,0.6390977443609023,0.3509066104888916,-0.0015948963317385934,-0.0025524646461531075,-0.006731176775502279,-0.0037735849056603765
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,6,53,11,0.8833447254499887,0.8902836342745475,0.5331679438669825,0.7584905660377359,0.7589428115743906,0.8787878787878788,0.6390977443609023,0.3509066104888916,-0.0013100934153565946,-0.0024330302822223038,-0.006731176775502279,-0.0037735849056603765
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,7,53,11,0.8830029619503303,0.8882903085186449,0.5391346302184047,0.7547169811320755,0.7553258145363408,0.9166666666666666,0.5939849624060151,0.3509066104888916,-0.0016518569150149043,-0.004426356038124912,-0.0007644904240801109,-0.007547169811320753
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,8,53,11,0.8850535429482796,0.8925271360740096,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3509066104888916,0.00039872408293439854,-0.00018952848276021506,0.0,0.0
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,9,53,11,0.8830029619503303,0.8904972206218511,0.526445298453951,0.7547169811320755,0.7551834130781498,0.8787878787878788,0.631578947368421,0.3509066104888916,-0.0016518569150149043,-0.0022194439349186856,-0.013453822188533748,-0.007547169811320753
snnrice6ma_rice_chen,random_missing_20pct,deployment_shift,10,53,11,0.8848257006151743,0.8922893080862807,0.5487079246330132,0.7660377358490567,0.7664900888585099,0.8863636363636364,0.6466165413533834,0.3509066104888916,0.0001708817498290438,-0.000427356470489082,0.008808803990528413,0.0037735849056603765
