task_id,source_id,source_tier,evidence,prediction_head,source_family,oof_auc,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,threshold
gue_human_tf_0,E05,Standalone sequence expert,"RC multiscale motif grammar, initialization 1",Neural expert,RC motif grammar,0.8645807445633853,0.914838,0.8981989302695663,0.6719820937484533,0.83,0.8300000000000001,0.924,0.736,0.452880859375
gue_human_tf_0,E04,Standalone sequence expert,"RC multiscale motif grammar, initialization 2",Neural expert,RC motif grammar,0.8586443060779949,0.910874,0.8978944114356789,0.6668926170770407,0.828,0.8280000000000001,0.918,0.738,0.60400390625
gue_human_tf_0,E03,Standalone sequence expert,"RC multiscale motif grammar, initialization 3",Neural expert,RC motif grammar,0.8677119810272138,0.914748,0.8994754581592407,0.6786840171272925,0.836,0.8360000000000001,0.906,0.766,0.5869140625
gue_human_tf_0,E02,Standalone sequence expert,RC motif and biophysical grammar,Neural expert,RC biophysical grammar,0.8651010934939128,0.914762,0.8999882588181924,0.6644473188727559,0.823,0.823,0.94,0.706,0.362548828125
gue_human_tf_0,E01,Standalone sequence expert,Position-aware RC biophysical grammar,Neural expert,Position-aware biophysical grammar,0.8601784933014496,0.913062,0.9003854345433364,0.6689158974596542,0.827,0.827,0.932,0.722,0.62890625
gue_mouse_0,P23,Primitive feature head,1--3-mer composition,Logistic L2 (C=1),Composition and FCGR,0.6555459043692111,0.7051699436061576,0.6803778922286279,0.2678136253647944,0.6283950617283951,0.6283950617283951,0.4864197530864197,0.7703703703703704,0.5024977999925614
gue_mouse_0,P24,Primitive feature head,1--3-mer composition,Logistic L2 (C=0.3),Composition and FCGR,0.6230798247664536,0.6933058984910838,0.66550225040733,0.2509673236928891,0.6172839506172839,0.6172839506172839,0.4395061728395061,0.7950617283950617,0.5009386372566224
gue_mouse_0,P18,Primitive feature head,4--6-mer composition,Logistic L2 (C=1),Composition and FCGR,0.8174429026979676,0.8215881725346748,0.8372509454118128,0.499251393762025,0.7481481481481481,0.7481481481481482,0.6938271604938272,0.8024691358024691,0.5006097960472107
gue_mouse_0,P19,Primitive feature head,4--6-mer composition,Logistic L2 (C=0.3),Composition and FCGR,0.8157422890250999,0.8203993293705227,0.8359416866812428,0.4893160426423827,0.7432098765432099,0.7432098765432098,0.6888888888888889,0.7975308641975308,0.5001871693134308
gue_mouse_0,P06,Primitive feature head,Order-4 FCGR,Scaled logistic L2 (C=1),Composition and FCGR,0.8035397345048505,0.7979698216735254,0.798613177480532,0.466689429089984,0.7333333333333333,0.7333333333333334,0.7283950617283951,0.7382716049382716,0.5053408923745155
