task_id,n_sources,comparison_level,method,method_display,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,threshold
ipromoter_mm_tata,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.9902969348659004,0.9911382020103024,0.8971402225708527,0.948577680525164,0.948515325670498,0.9525862068965516,0.9444444444444444,0.4376164379715921
snnrice6ma_rice_chen,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.8845408976987924,0.89261125287288,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3516634047031403
gue_emp_H3,53,Complete method,mucff,MuCFF,0.9557487370807376,0.9528777505693168,0.7875763263555277,0.8937875751503006,0.8937389550347191,0.8993377483443709,0.8881401617250674,0.4908495913445951
gue_human_tf_0,53,Complete method,mucff,MuCFF,0.923996,0.9097714150340176,0.6861856127059405,0.839,0.839,0.916,0.762,0.4947865843772889
gue_mouse_0,49,Complete method,mucff,MuCFF,0.8994238683127572,0.9115595742621868,0.6665347970843922,0.828395061728395,0.828395061728395,0.7432098765432099,0.9135802469135802,0.5579126328229905
gue_prom_300_all,53,Complete method,mucff,MuCFF,0.986897456969365,0.9874153098237508,0.8789440097361544,0.9393581081081082,0.9392743003241564,0.9516778523489932,0.9268707482993196,0.459003128111364
gue_prom_core_all,53,Complete method,mucff,MuCFF,0.9251652335846134,0.9259987850270854,0.6939161987933751,0.8469594594594595,0.8469565153872562,0.8480458221024259,0.8458672086720868,0.4753526747226716
ipromoter_hs_notata,53,Complete method,mucff,MuCFF,0.9306475413443788,0.9345053929220062,0.7024698090994773,0.8510419346539748,0.8510503671213365,0.8346618668038056,0.8674388674388674,0.5076077747344973
ipromoter_hs_tata,53,Complete method,mucff,MuCFF,0.9885066417600664,0.9890200679301068,0.8793866228968332,0.9396355353075172,0.9396533831465338,0.9318181818181818,0.9474885844748858,0.501937608718872
ipromoter_mm_notata,53,Complete method,mucff,MuCFF,0.9534932165863188,0.955062060469664,0.7694818765623206,0.8847410172655157,0.8847410499837511,0.884711000621504,0.8847710993459982,0.4975652223825454
ipromoter_mm_tata,53,Complete method,mucff,MuCFF,0.9909674329501916,0.9915540887588336,0.8993217897508938,0.949671772428884,0.9496264367816092,0.9525862068965516,0.9466666666666668,0.4588098967075348
snnrice6ma_rice_chen,53,Complete method,mucff,MuCFF,0.8846548188653452,0.8927166645567698,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3509066104888916
