task_id,n_sources,comparison_level,method,method_display,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,threshold
ipromoter_hs_notata,53,Learned fusion,xgboost_stacking,XGBoost stacking,0.9277309561701436,0.9317278231884254,0.6931987105639009,0.8465397478775405,0.8465348756169018,0.8560041141681666,0.8370656370656371,0.4708203834295273
ipromoter_hs_tata,53,Learned fusion,xgboost_stacking,XGBoost stacking,0.9888594852635948,0.989853624297556,0.8883849927775002,0.9441913439635536,0.9441936488169363,0.9431818181818182,0.9452054794520548,0.4447069057822229
ipromoter_mm_notata,53,Learned fusion,xgboost_stacking,XGBoost stacking,0.9519432308029094,0.9533157742299948,0.7647610342448768,0.8819412039197387,0.8819669760896112,0.858297078931013,0.9056368732482092,0.5085630202293399
ipromoter_mm_tata,53,Learned fusion,xgboost_stacking,XGBoost stacking,0.991264367816092,0.9915846530081098,0.9147681489227338,0.9573304157549234,0.9574377394636016,0.9504310344827588,0.9644444444444444,0.513022708296776
snnrice6ma_rice_chen,53,Learned fusion,xgboost_stacking,XGBoost stacking,0.8816359079516974,0.890516132853485,0.5780174281478649,0.7886792452830189,0.7887616769195716,0.8106060606060606,0.7669172932330827,0.5078796422481537
gue_emp_H3,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.955136466682137,0.9539088275329806,0.7786797654496341,0.8891115564462257,0.8889407543599721,0.9086092715231788,0.8692722371967655,0.4736653588712216
gue_human_tf_0,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.924546,0.9122029172977646,0.6913300156658284,0.845,0.845,0.876,0.814,0.4702220448851585
gue_mouse_0,49,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.8974455113549764,0.9086504798392654,0.6588808530175931,0.825925925925926,0.825925925925926,0.7530864197530864,0.8987654320987655,0.5635906654596329
gue_prom_300_all,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.9871440556088208,0.9876632080115983,0.8791698924279993,0.9395270270270272,0.9394649134821712,0.9486577181208052,0.9302721088435374,0.4903057813644409
gue_prom_core_all,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.9251177533254444,0.925964685703064,0.6909967639717955,0.8454391891891891,0.8454111242594906,0.8557951482479784,0.8350271002710027,0.4893772527575493
ipromoter_hs_notata,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.9298824225540606,0.9338112821601522,0.7013826444572968,0.8505273990223823,0.8505351694860566,0.8354332733350476,0.8656370656370657,0.5145877057313919
ipromoter_hs_tata,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.988057804068078,0.988953780658312,0.8861433406504154,0.9430523917995444,0.9430624740556248,0.9386363636363636,0.9474885844748858,0.5049111819267272
ipromoter_mm_notata,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.9532601767657362,0.9547816473069746,0.767379862972778,0.8834966557785037,0.8835136230549934,0.867930391547545,0.8990968545624416,0.5153073751926422
ipromoter_mm_tata,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.9908117816091956,0.9914948790668288,0.8950516338537858,0.9474835886214442,0.947337164750958,0.956896551724138,0.9377777777777778,0.4849770380556584
snnrice6ma_rice_chen,53,Learned fusion,super_learner_rank_mean,Super Learner rank mean,0.88018341307815,0.8889768181397755,0.5773524720893142,0.7886792452830189,0.7886762360446571,0.7878787878787878,0.7894736842105263,0.5063444793224334
gue_emp_H3,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.9561075311044072,0.9531109854591931,0.7876171037808405,0.8937875751503006,0.8937157494510987,0.9019867549668874,0.8854447439353099,0.4815841148793703
gue_human_tf_0,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.923572,0.9097035616096218,0.6835370249067869,0.834,0.834,0.94,0.728,0.4926036727428437
gue_mouse_0,49,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.8996555403139765,0.9119118987218529,0.6677265524170372,0.828395061728395,0.828395061728395,0.7382716049382716,0.9185185185185184,0.573349076509476
gue_prom_300_all,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.9868724603935534,0.9874611580217998,0.8794843532405099,0.939695945945946,0.9396395470940052,0.947986577181208,0.9312925170068028,0.4530996978282932
gue_prom_core_all,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.92523907908385,0.9262111928196785,0.6953648105325074,0.8476351351351351,0.8476550230461873,0.8402964959568733,0.8550135501355014,0.4831245578825475
ipromoter_hs_notata,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.929437051936409,0.9331510289667846,0.703260238784125,0.8514278363776692,0.8514364675074368,0.8346618668038056,0.8682110682110682,0.5057410156726837
ipromoter_hs_tata,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.9886052303860524,0.9892088401480033,0.8889097687685007,0.9441913439635536,0.9442299709422995,0.9272727272727272,0.9611872146118722,0.5804462909698482
ipromoter_mm_notata,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.953557089626844,0.9551344910024272,0.7637580461688227,0.8816301135479857,0.8816494496563341,0.8638906152889994,0.8994082840236687,0.5412670731544496
ipromoter_mm_tata,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.991264367816092,0.9916941337920018,0.9080895748956782,0.9540481400437636,0.9540708812260535,0.9525862068965516,0.9555555555555556,0.4880371543765072
snnrice6ma_rice_chen,53,Matched baseline,aligned_score_logistic_l2,Aligned-score logistic (L2),0.8809523809523809,0.8890271951235909,0.5702725193821129,0.7849056603773585,0.7849737981316929,0.803030303030303,0.7669172932330827,0.5016297894716263
gue_emp_H3,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.955241784330876,0.951704803825195,0.7866335907339573,0.8931195724782899,0.8929606754609878,0.9112582781456954,0.8746630727762803,0.4303330028057099
gue_human_tf_0,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.923892,0.9096866078730428,0.6871618150347321,0.84,0.8400000000000001,0.912,0.768,0.5079689371585847
gue_mouse_0,49,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.8993629019966469,0.9116703658186376,0.6624348904908103,0.8246913580246914,0.8246913580246914,0.725925925925926,0.9234567901234568,0.588956418633461
gue_prom_300_all,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.9868563667077572,0.9873834393327826,0.8788805035300586,0.9393581081081082,0.9392857142857144,0.95,0.9285714285714286,0.4573580771684654
gue_prom_core_all,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.925203354754235,0.9260557408595942,0.6956204932305072,0.847804054054054,0.8477924418732058,0.852088948787062,0.8434959349593496,0.4609980620443822
ipromoter_hs_notata,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.9304474257161324,0.9343286867656736,0.702138417362567,0.8509133007460766,0.8509208727516776,0.8362046798662895,0.8656370656370657,0.5079851400852206
ipromoter_hs_tata,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.9878113325031134,0.9884554156935982,0.874717531350154,0.9373576309794988,0.9373599003735992,0.9363636363636364,0.9383561643835616,0.498056948184967
ipromoter_mm_notata,53,Matched baseline,sparse_aligned_control,Sparse aligned-evidence decision,0.9533947456488427,0.9549893827377676,0.7673863263512407,0.8836522009643801,0.8836598536068622,0.8766314481044126,0.8906882591093117,0.5130396294593812
