task_id,model,seed,auc,auprc,accuracy,balanced_accuracy,mcc,sensitivity,specificity,threshold
snnrice6ma_rice_chen,SNNRice6mA,1,0.8912797004132231,0.8956614436369428,0.8181818181818182,0.8181818181818181,0.6367847903715926,0.8,0.8363636363636363,0.5
snnrice6ma_rice_chen,SNNRice6mA,2,0.8878267045454545,0.8929546174458911,0.8005681818181818,0.8005681818181818,0.6014630474113616,0.7840909090909091,0.8170454545454545,0.5
snnrice6ma_rice_chen,SNNRice6mA,3,0.8932321797520661,0.8981339554146872,0.8136363636363636,0.8136363636363636,0.6273521234488079,0.8056818181818182,0.821590909090909,0.5
