task_id,model,seed,selected_epochs,validation_accuracy,auc,auprc,accuracy,balanced_accuracy,mcc,sensitivity,specificity,threshold
snnrice6ma_rice_chen,SNNRice6mA-feature,1,25,0.8257575757575758,0.8483709273182957,0.8611395636980428,0.7735849056603774,0.773069036226931,0.5681150187024827,0.6363636363636364,0.9097744360902256,0.5
snnrice6ma_rice_chen,SNNRice6mA-feature,2,51,0.8522727272727273,0.8700729095465936,0.8665051658767153,0.7924528301886793,0.792321713374345,0.5861477866249175,0.7575757575757576,0.8270676691729323,0.5
snnrice6ma_rice_chen,SNNRice6mA-feature,3,36,0.8257575757575758,0.8652882205513786,0.8826762860842587,0.7962264150943397,0.7959387104123946,0.5990869122026075,0.7196969696969697,0.8721804511278195,0.5
