task_id,method,n_sources,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,threshold
ipromoter_mm_tata,dempster_shafer_pool,53,0.9354166666666666,0.9092014194587702,0.8052143974515339,0.9026258205689278,0.9026197318007664,0.9030172413793104,0.9022222222222224,0.9980269712614374
ipromoter_mm_tata,best_primitive_head,53,0.9451819923371646,0.952386162755278,0.7540229479724481,0.87527352297593,0.8759482758620689,0.8318965517241379,0.92,0.525884485244751
ipromoter_mm_tata,best_standalone_source,53,0.9855220306513408,0.9857211759694184,0.8665598820184909,0.9332603938730852,0.9331273946360152,0.9418103448275862,0.9244444444444444,0.7152636718750003
ipromoter_mm_tata,reliability_attention,53,0.9664367816091954,0.9689294278356484,0.7965443619947751,0.8982494529540481,0.8980747126436781,0.9094827586206896,0.8866666666666667,0.5167134924035524
ipromoter_mm_tata,family_best_weighted_pool,53,0.9801532567049808,0.9818581902653468,0.8512211513038399,0.925601750547046,0.9256513409961686,0.9224137931034484,0.9288888888888888,0.5420276836240904
ipromoter_mm_tata,correlation_pruned_weighted_pool,53,0.9796886973180076,0.982025146152174,0.8270933532976218,0.9135667396061268,0.9134961685823756,0.918103448275862,0.9088888888888887,0.5451483818615418
ipromoter_mm_tata,choquet_integral,53,0.981111111111111,0.9832730605459415,0.847117399482016,0.9234135667396062,0.92316091954023,0.9396551724137931,0.9066666666666666,0.572596844637986
ipromoter_mm_tata,raw_score_logistic_l2,53,0.9903927203065136,0.9909890668840948,0.9058913400284436,0.9529540481400438,0.9529597701149426,0.9525862068965516,0.9533333333333334,0.4739523631334306
ipromoter_mm_tata,aligned_score_logistic_l2,53,0.991264367816092,0.9916941337920018,0.9080895748956782,0.9540481400437636,0.9540708812260535,0.9525862068965516,0.9555555555555556,0.4880371543765072
ipromoter_mm_tata,sparse_aligned_control,53,0.9902969348659004,0.9911382020103024,0.8971402225708527,0.948577680525164,0.948515325670498,0.9525862068965516,0.9444444444444444,0.4376164379715921
ipromoter_mm_tata,mucff,53,0.991551724137931,0.9921368844760826,0.9058913400284436,0.9529540481400438,0.9529597701149426,0.9525862068965516,0.9533333333333334,0.464850671291353
snnrice6ma_rice_chen,best_source,53,0.8869332421964001,0.8921628690574508,0.569019431606341,0.7811320754716982,0.7814137616769196,0.8560606060606061,0.706766917293233,0.4166729375720025
snnrice6ma_rice_chen,probability_mean,53,0.8282638414217363,0.8452887818601136,0.4821759489560371,0.7358490566037735,0.7354465709728868,0.6287878787878788,0.8421052631578947,0.5408622357976747
snnrice6ma_rice_chen,probability_median,53,0.8267259056732741,0.8446029715276298,0.4993364482004594,0.7433962264150943,0.7429653679653679,0.6287878787878788,0.8571428571428571,0.528150224685669
snnrice6ma_rice_chen,rank_mean,53,0.8207165641376168,0.8436162957857362,0.496542669237296,0.7471698113207547,0.7469810890863522,0.696969696969697,0.7969924812030075,0.5139824572474285
snnrice6ma_rice_chen,majority_vote,53,0.822881066302119,0.8400734517647546,0.5045074418378064,0.7509433962264151,0.7507404875825929,0.696969696969697,0.8045112781954887,0.5283018867924528
snnrice6ma_rice_chen,oof_skill_linear_pool,53,0.8437571200729096,0.8589762632773268,0.4877915854109967,0.7433962264150943,0.7435064935064934,0.7727272727272727,0.7142857142857143,0.4717804729692226
snnrice6ma_rice_chen,oof_skill_logarithmic_pool,53,0.8347003873319663,0.8458376117622404,0.4949230413380581,0.7471698113207547,0.7470665299612669,0.7196969696969697,0.7744360902255639,0.5030209579820039
snnrice6ma_rice_chen,dempster_shafer_pool,53,0.8313966735019367,0.8191870757229088,0.5175875559872242,0.7584905660377359,0.7585725677830941,0.7803030303030303,0.7368421052631579,0.1221224867005403
snnrice6ma_rice_chen,best_primitive_head,53,0.8235930735930735,0.820351401294613,0.4796535601758807,0.7396226415094339,0.7396901344269765,0.7575757575757576,0.7218045112781954,0.4888369530439377
snnrice6ma_rice_chen,best_standalone_source,53,0.8235930735930735,0.820351401294613,0.4796535601758807,0.7396226415094339,0.7396901344269765,0.7575757575757576,0.7218045112781954,0.4888369530439377
snnrice6ma_rice_chen,reliability_attention,53,0.8437571200729096,0.8589762632773268,0.4877915854109967,0.7433962264150943,0.7435064935064934,0.7727272727272727,0.7142857142857143,0.4717804729684188
snnrice6ma_rice_chen,family_best_weighted_pool,53,0.873319662793347,0.8898071217563858,0.5272394876476207,0.7622641509433963,0.7624458874458875,0.8106060606060606,0.7142857142857143,0.4533323843829958
snnrice6ma_rice_chen,correlation_pruned_weighted_pool,53,0.8613009797220323,0.8702246528672563,0.5245500113921167,0.7622641509433963,0.7622750056960583,0.7651515151515151,0.7593984962406015,0.4840002947718121
snnrice6ma_rice_chen,choquet_integral,53,0.8729209387104123,0.882752849837896,0.5467943677537801,0.769811320754717,0.7701070858965595,0.8484848484848485,0.6917293233082706,0.4582106265360088
snnrice6ma_rice_chen,raw_score_logistic_l2,53,0.8819207108680793,0.8919849485175163,0.5724097168317861,0.7849056603773585,0.7847174755069493,0.7348484848484849,0.8345864661654135,0.5554666304588318
snnrice6ma_rice_chen,aligned_score_logistic_l2,53,0.8809523809523809,0.8890271951235909,0.5702725193821129,0.7849056603773585,0.7849737981316929,0.803030303030303,0.7669172932330827,0.5016297894716263
snnrice6ma_rice_chen,sparse_aligned_control,53,0.8845408976987924,0.89261125287288,0.5398991206424848,0.7622641509433963,0.7627022100706311,0.8787878787878788,0.6466165413533834,0.3516634047031403
snnrice6ma_rice_chen,mucff,53,0.8855092276144907,0.8968640306097969,0.5259930237408523,0.7584905660377359,0.7588288904078377,0.8484848484848485,0.6691729323308271,0.3918277028203011
