analysis_group,task_id,condition,replicate,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity
primary,gue_emp_H3,score_noise_005,10,0.948065903857482,0.9473011391263731,0.7491275495694483,0.8744154976619907,0.8742667928098391,0.8913907284768212,0.8571428571428571
primary,gue_emp_H3,score_noise_005,11,0.949097659806144,0.9456912819917773,0.7588974715200159,0.8790915163660654,0.8788793488156228,0.9033112582781457,0.8544474393530997
primary,gue_emp_H3,score_noise_005,12,0.9491280055693401,0.9501917182531886,0.7625618856911356,0.8810955243820975,0.8809357205333714,0.8993377483443709,0.862533692722372
primary,gue_emp_H3,score_noise_005,13,0.9491529961978544,0.9463868282700095,0.7679799478009001,0.8837675350701403,0.8835963299476982,0.9033112582781457,0.8638814016172507
primary,gue_emp_H3,score_noise_005,14,0.9495921172417486,0.9501334714462106,0.765064075167482,0.8824315297261189,0.8823066350118706,0.8966887417218543,0.8679245283018868
primary,gue_emp_H3,score_noise_005,15,0.9504899948233697,0.9466389300168864,0.7676911143726569,0.8837675350701403,0.8836543439067492,0.8966887417218543,0.8706199460916442
primary,gue_emp_H3,score_noise_005,16,0.948347940950715,0.9419775181657407,0.7662946967372406,0.8830995323981295,0.8830036950429303,0.8940397350993378,0.871967654986523
primary,gue_emp_H3,score_noise_005,17,0.9490066225165564,0.9500414148157938,0.7663330883649073,0.8830995323981295,0.8829920922511201,0.895364238410596,0.8706199460916442
primary,gue_emp_H3,score_noise_005,18,0.9481033898002534,0.9429945384756859,0.7653049933887165,0.8824315297261189,0.8822602238446298,0.9019867549668874,0.862533692722372
primary,gue_emp_H3,score_noise_005,19,0.9491280055693401,0.9415381149161246,0.7596704822635045,0.8797595190380761,0.8796460255975438,0.8927152317880794,0.866576819407008
primary,gue_emp_H3,score_noise_005,20,0.9481480159226003,0.9421756143324719,0.7623902874629135,0.8810955243820975,0.880970528908802,0.895364238410596,0.866576819407008
primary,gue_human_tf_0,complete,0,0.924992,0.9123077164409665,0.6836888759905564,0.833,0.833,0.946,0.72
primary,gue_human_tf_0,conflicting_strongest,0,0.9246880000000001,0.912057744906924,0.6882725687484158,0.838,0.8380000000000001,0.932,0.744
primary,gue_human_tf_0,missing_engineered,0,0.922736,0.9114671357895947,0.694708596837951,0.839,0.839,0.948,0.73
primary,gue_human_tf_0,missing_foundation,0,0.919432,0.9044528604837317,0.6633149248230577,0.817,0.817,0.964,0.67
primary,gue_human_tf_0,missing_local_derived,0,0.923472,0.9106886395937956,0.6843469103433926,0.833,0.833,0.948,0.718
primary,gue_human_tf_0,missing_sequence_grammar,0,0.9207599999999999,0.9086431573226367,0.6650751616372825,0.82,0.8200000000000001,0.956,0.684
primary,gue_human_tf_0,missing_strongest,0,0.924616,0.9120350429361149,0.6852808123822145,0.835,0.835,0.94,0.73
primary,gue_human_tf_0,random_missing_20,1,0.9224399999999999,0.9101452083064583,0.6798706558300215,0.83,0.83,0.95,0.71
primary,gue_human_tf_0,random_missing_20,2,0.9225479999999999,0.9098586886802104,0.6778539045026749,0.83,0.83,0.944,0.716
primary,gue_human_tf_0,random_missing_20,3,0.917432,0.9043101600620936,0.6692302273047012,0.825,0.825,0.944,0.706
primary,gue_human_tf_0,random_missing_20,4,0.917216,0.9046305749944105,0.6675472385900385,0.821,0.821,0.958,0.684
primary,gue_human_tf_0,random_missing_20,5,0.91996,0.9019381100211934,0.6761265270359644,0.829,0.829,0.944,0.714
primary,gue_human_tf_0,random_missing_20,6,0.914568,0.9012769790166383,0.6516083806630303,0.812,0.812,0.956,0.668
primary,gue_human_tf_0,random_missing_20,7,0.9061440000000001,0.8945718673225231,0.6332785063987776,0.808,0.808,0.924,0.692
primary,gue_human_tf_0,random_missing_20,8,0.9219080000000001,0.9100774007970682,0.6731041525563979,0.828,0.828,0.94,0.716
primary,gue_human_tf_0,random_missing_20,9,0.9193199999999999,0.9066167967621827,0.665993737280058,0.821,0.821,0.954,0.688
primary,gue_human_tf_0,random_missing_20,10,0.9235359999999999,0.9096276789881083,0.6837106600504826,0.831,0.831,0.956,0.706
primary,gue_human_tf_0,random_missing_20,11,0.9243480000000001,0.9124649568961682,0.6887728050003651,0.837,0.837,0.94,0.734
primary,gue_human_tf_0,random_missing_20,12,0.924952,0.9120940275914108,0.6688962988329891,0.824,0.824,0.948,0.7
primary,gue_human_tf_0,random_missing_20,13,0.9168400000000001,0.9051853749951074,0.6661999256496148,0.822,0.822,0.95,0.694
primary,gue_human_tf_0,random_missing_20,14,0.911236,0.9005427861113595,0.6440731099086829,0.807,0.8069999999999999,0.958,0.656
primary,gue_human_tf_0,random_missing_20,15,0.92042,0.9069389586565495,0.676789993526739,0.829,0.829,0.946,0.712
primary,gue_human_tf_0,random_missing_20,16,0.9136960000000001,0.9027092979765454,0.6331640413800387,0.802,0.802,0.952,0.652
primary,gue_human_tf_0,random_missing_20,17,0.9225080000000001,0.9098730992439015,0.6747347136198347,0.827,0.827,0.95,0.704
primary,gue_human_tf_0,random_missing_20,18,0.9255359999999999,0.9154498362762568,0.6826248835207603,0.832,0.832,0.948,0.716
primary,gue_human_tf_0,random_missing_20,19,0.9241720000000001,0.9117596427696505,0.685889550281676,0.835,0.835,0.942,0.728
primary,gue_human_tf_0,random_missing_20,20,0.922978,0.9091797250296698,0.6788615314401396,0.829,0.829,0.952,0.706
primary,gue_human_tf_0,random_missing_40,1,0.923828,0.909348182768059,0.6843469103433926,0.833,0.833,0.948,0.718
primary,gue_human_tf_0,random_missing_40,2,0.921184,0.9018281303577724,0.6669368821746213,0.822,0.822,0.952,0.692
primary,gue_human_tf_0,random_missing_40,3,0.923836,0.9070143652767985,0.6782632742033441,0.832,0.8320000000000001,0.934,0.73
primary,gue_human_tf_0,random_missing_40,4,0.9249959999999999,0.9101539865026292,0.6786135888604773,0.828,0.828,0.956,0.7
primary,gue_human_tf_0,random_missing_40,5,0.916524,0.9029402222971342,0.6485415372343026,0.807,0.8069999999999999,0.968,0.646
primary,gue_human_tf_0,random_missing_40,6,0.920944,0.9051849911799005,0.6757502276128698,0.828,0.828,0.948,0.708
primary,gue_human_tf_0,random_missing_40,7,0.8689,0.8641319105613481,0.5462011812779451,0.764,0.764,0.892,0.636
primary,gue_human_tf_0,random_missing_40,8,0.922092,0.9056747388126207,0.6748394956347021,0.829,0.829,0.94,0.718
primary,gue_human_tf_0,random_missing_40,9,0.90774,0.8951691193205261,0.6572099838257209,0.818,0.818,0.944,0.692
primary,gue_human_tf_0,random_missing_40,10,0.46866399999999997,0.4863620776985286,-0.02967456533714098,0.487,0.487,0.728,0.246
primary,gue_human_tf_0,random_missing_40,11,0.916756,0.8986916202206225,0.6516805665081238,0.81,0.81,0.964,0.656
primary,gue_human_tf_0,random_missing_40,12,0.915864,0.9002409878072712,0.6730252883319582,0.826,0.826,0.95,0.702
primary,gue_human_tf_0,random_missing_40,13,0.9217599999999999,0.9102164854000658,0.6432243382605868,0.807,0.8069999999999999,0.956,0.658
primary,gue_human_tf_0,random_missing_40,14,0.922264,0.9025725452116674,0.6516083806630303,0.812,0.812,0.956,0.668
primary,gue_human_tf_0,random_missing_40,15,0.919068,0.9046884460996294,0.6691581831959938,0.821,0.821,0.962,0.68
primary,gue_human_tf_0,random_missing_40,16,0.906448,0.8942394484853283,0.6014154034945092,0.774,0.774,0.98,0.568
primary,gue_human_tf_0,random_missing_40,17,0.9238599999999999,0.9109103306743116,0.6761757109719855,0.827,0.827,0.954,0.7
primary,gue_human_tf_0,random_missing_40,18,0.909708,0.8985846712931016,0.6307413328977125,0.799,0.7989999999999999,0.958,0.64
primary,gue_human_tf_0,random_missing_40,19,0.9217239999999999,0.9118121778757411,0.6761265270359644,0.829,0.829,0.944,0.714
primary,gue_human_tf_0,random_missing_40,20,0.909308,0.8972873888268348,0.6416306287310461,0.801,0.8009999999999999,0.974,0.628
primary,gue_human_tf_0,score_noise_005,1,0.923492,0.9061868298325269,0.6795826364951176,0.831,0.831,0.944,0.718
primary,gue_human_tf_0,score_noise_005,2,0.92436,0.9103722145892078,0.6882472016116853,0.836,0.836,0.944,0.728
primary,gue_human_tf_0,score_noise_005,3,0.923796,0.9135198494426139,0.6742157178751796,0.829,0.829,0.938,0.72
primary,gue_human_tf_0,score_noise_005,4,0.9227439999999999,0.9134411132683459,0.6929780510484965,0.838,0.838,0.948,0.728
primary,gue_human_tf_0,score_noise_005,5,0.923928,0.9121270259164803,0.6813127397826955,0.832,0.832,0.944,0.72
primary,gue_human_tf_0,score_noise_005,6,0.9241680000000001,0.9119708817433263,0.6765762036864019,0.83,0.83,0.94,0.72
primary,gue_human_tf_0,score_noise_005,7,0.9249839999999999,0.9106934972385275,0.6776998243081634,0.831,0.831,0.938,0.724
primary,gue_human_tf_0,score_noise_005,8,0.9216040000000001,0.9036012601384,0.6737456990208406,0.828,0.828,0.942,0.714
primary,gue_human_tf_0,score_noise_005,9,0.922196,0.9084868765519662,0.6713701575042401,0.827,0.827,0.94,0.714
primary,gue_human_tf_0,score_noise_005,10,0.923892,0.913166663972391,0.6811895836515744,0.833,0.833,0.938,0.728
primary,gue_human_tf_0,score_noise_005,11,0.9222520000000001,0.910466922445168,0.6586035378779784,0.82,0.82,0.938,0.702
primary,gue_human_tf_0,score_noise_005,12,0.924104,0.9157281777197985,0.6795826364951176,0.831,0.831,0.944,0.718
primary,gue_human_tf_0,score_noise_005,13,0.9243600000000001,0.914895003617719,0.6906100210453968,0.837,0.837,0.946,0.728
primary,gue_human_tf_0,score_noise_005,14,0.924332,0.9092113926853254,0.6811895836515744,0.833,0.833,0.938,0.728
primary,gue_human_tf_0,score_noise_005,15,0.922676,0.9124180772364104,0.6806766655269256,0.832,0.832,0.942,0.722
primary,gue_human_tf_0,score_noise_005,16,0.921056,0.905618784341308,0.6707371278800839,0.827,0.827,0.938,0.716
primary,gue_human_tf_0,score_noise_005,17,0.923824,0.9138120592862427,0.6823491975419184,0.834,0.8340000000000001,0.936,0.732
primary,gue_human_tf_0,score_noise_005,18,0.9235319999999999,0.9148571075097511,0.6747577441163851,0.83,0.8300000000000001,0.934,0.726
primary,gue_human_tf_0,score_noise_005,19,0.923268,0.91342425847173,0.6736049613214071,0.829,0.829,0.936,0.722
primary,gue_human_tf_0,score_noise_005,20,0.922132,0.9050582354139102,0.6811895836515744,0.833,0.833,0.938,0.728
primary,gue_mouse_0,complete,0,0.8980521262002745,0.9090347223856605,0.6328506703258854,0.8074074074074075,0.8074074074074074,0.6888888888888889,0.9259259259259259
primary,gue_mouse_0,conflicting_strongest,0,0.8915470202713002,0.9019522006521031,0.6384536226795832,0.8160493827160494,0.8160493827160493,0.745679012345679,0.8864197530864197
primary,gue_mouse_0,missing_engineered,0,0.864276787075141,0.8795843128320087,0.5682492985855419,0.7641975308641975,0.7641975308641975,0.5802469135802469,0.9481481481481482
primary,gue_mouse_0,missing_foundation,0,0.8966803840877915,0.9084807245552934,0.609518464234326,0.7901234567901234,0.7901234567901234,0.6370370370370371,0.9432098765432099
primary,gue_mouse_0,missing_local_derived,0,0.8939429964944369,0.9058169967972487,0.6466744190909917,0.817283950617284,0.817283950617284,0.7209876543209877,0.9135802469135802
primary,gue_mouse_0,missing_sequence_grammar,0,0.8269836915104405,0.8390618846295206,0.44814266466235,0.6925925925925925,0.6925925925925926,0.43703703703703706,0.9481481481481482
primary,gue_mouse_0,missing_strongest,0,0.8948331047096478,0.9060466291272699,0.6481707987783426,0.8197530864197531,0.8197530864197531,0.7382716049382716,0.9012345679012346
primary,gue_mouse_0,random_missing_20,1,0.8867367779301936,0.8989045185668182,0.6241096039621236,0.8049382716049382,0.8049382716049382,0.6987654320987654,0.9111111111111111
primary,gue_mouse_0,random_missing_20,2,0.8209663161103491,0.8453031983812396,0.4907299913992784,0.7283950617283951,0.7283950617283951,0.5456790123456791,0.9111111111111111
primary,gue_mouse_0,random_missing_20,3,0.8919615912208506,0.8997211968331044,0.6328604849702554,0.8098765432098766,0.8098765432098765,0.7086419753086419,0.9111111111111111
primary,gue_mouse_0,random_missing_20,4,0.8905593659503125,0.903394416713159,0.6313453403451317,0.808641975308642,0.808641975308642,0.7037037037037037,0.9135802469135802
primary,gue_mouse_0,random_missing_20,5,0.8944977899710411,0.9050739786679491,0.6059174875240825,0.7913580246913581,0.7913580246913581,0.654320987654321,0.928395061728395
primary,gue_mouse_0,random_missing_20,6,0.8624660874866636,0.8826095936452056,0.5720638001126813,0.7716049382716049,0.7716049382716049,0.6148148148148148,0.928395061728395
primary,gue_mouse_0,random_missing_20,7,0.8894314891022709,0.8999512522531212,0.6174192066360147,0.7975308641975308,0.7975308641975309,0.6641975308641975,0.9308641975308642
primary,gue_mouse_0,random_missing_20,8,0.8407620789513794,0.8625747842092305,0.5141258621929917,0.7382716049382716,0.7382716049382716,0.5506172839506173,0.9259259259259259
primary,gue_mouse_0,random_missing_20,9,0.8647706142356348,0.884296939102086,0.5698767039337722,0.7691358024691358,0.7691358024691358,0.6049382716049383,0.9333333333333333
primary,gue_mouse_0,random_missing_20,10,0.8909373571101966,0.9009847662206317,0.5949577418988602,0.782716049382716,0.7827160493827161,0.6271604938271605,0.9382716049382716
primary,gue_mouse_0,random_missing_20,11,0.8387867703094041,0.8674709206321696,0.5390057316208521,0.7481481481481481,0.7481481481481481,0.5530864197530864,0.9432098765432099
primary,gue_mouse_0,random_missing_20,12,0.8227709190672154,0.8518052208971058,0.524669475617837,0.7444444444444445,0.7444444444444445,0.562962962962963,0.9259259259259259
primary,gue_mouse_0,random_missing_20,13,0.8863831732967535,0.8978911798315504,0.6328604849702554,0.8098765432098766,0.8098765432098765,0.7086419753086419,0.9111111111111111
primary,gue_mouse_0,random_missing_20,14,0.8731717725956409,0.8874177426258674,0.6046941070816217,0.7975308641975308,0.7975308641975308,0.7086419753086419,0.8864197530864197
primary,gue_mouse_0,random_missing_20,15,0.8840115836000609,0.900795204357781,0.5960178371417434,0.7814814814814814,0.7814814814814814,0.6172839506172839,0.945679012345679
primary,gue_mouse_0,random_missing_20,16,0.880682822740436,0.8940992631753293,0.5744259516119716,0.7679012345679013,0.7679012345679013,0.5876543209876544,0.9481481481481482
primary,gue_mouse_0,random_missing_20,17,0.8703124523700656,0.8856979037555388,0.6054431847450096,0.7962962962962963,0.7962962962962963,0.6938271604938272,0.8987654320987655
primary,gue_mouse_0,random_missing_20,18,0.7812223746380125,0.8150440256467985,0.4475175569509753,0.6987654320987654,0.6987654320987654,0.4691358024691358,0.928395061728395
primary,gue_mouse_0,random_missing_20,19,0.8070172229843011,0.8366840381579775,0.48918941481754635,0.7123456790123457,0.7123456790123457,0.4641975308641975,0.9604938271604938
primary,gue_mouse_0,random_missing_20,20,0.8557536960829142,0.8710395978174883,0.542619719960811,0.7555555555555555,0.7555555555555555,0.5876543209876544,0.9234567901234568
primary,gue_mouse_0,random_missing_40,1,0.6655326931870142,0.7138435264049904,0.22048093208574257,0.6061728395061728,0.6061728395061728,0.47160493827160493,0.7407407407407407
primary,gue_mouse_0,random_missing_40,2,0.8653924706599604,0.8789602346771729,0.5802163853806341,0.7839506172839507,0.7839506172839505,0.6814814814814815,0.8864197530864197
primary,gue_mouse_0,random_missing_40,3,0.828123761621704,0.8357765138439507,0.5087704005991146,0.737037037037037,0.737037037037037,0.5555555555555556,0.9185185185185185
primary,gue_mouse_0,random_missing_40,4,0.7642432556012803,0.7895497462162796,0.38111268363692563,0.6654320987654321,0.6654320987654321,0.41728395061728396,0.9135802469135802
primary,gue_mouse_0,random_missing_40,5,0.8845968602347205,0.895458773429979,0.5768237745129043,0.7679012345679013,0.7679012345679013,0.582716049382716,0.9530864197530864
primary,gue_mouse_0,random_missing_40,6,0.5307971345831428,0.5559269465011458,0.039672545339179424,0.5123456790123457,0.5123456790123456,0.12098765432098765,0.9037037037037037
primary,gue_mouse_0,random_missing_40,7,0.8710074683737234,0.8882646661845663,0.5826674216007641,0.7728395061728395,0.7728395061728395,0.5975308641975309,0.9481481481481482
primary,gue_mouse_0,random_missing_40,8,0.8741960067062947,0.8861068072151399,0.5815525307318479,0.7802469135802469,0.7802469135802469,0.6469135802469136,0.9135802469135802
primary,gue_mouse_0,random_missing_40,9,0.8547721383935376,0.8738701051842002,0.5344562111218695,0.737037037037037,0.737037037037037,0.5061728395061729,0.9679012345679012
primary,gue_mouse_0,random_missing_40,10,0.8664898643499467,0.8814668841957177,0.5208143330076693,0.7296296296296296,0.7296296296296296,0.49382716049382713,0.9654320987654321
primary,gue_mouse_0,random_missing_40,11,0.8447675659198294,0.8585944493548159,0.5193697839449295,0.7419753086419754,0.7419753086419754,0.5604938271604938,0.9234567901234568
primary,gue_mouse_0,random_missing_40,12,0.8875750647767107,0.900690841887615,0.5637373920644362,0.7567901234567901,0.7567901234567901,0.5506172839506173,0.9629629629629629
primary,gue_mouse_0,random_missing_40,13,0.8291662856271909,0.8489854494548181,0.46691600214431783,0.7061728395061728,0.7061728395061728,0.47160493827160493,0.9407407407407408
primary,gue_mouse_0,random_missing_40,14,0.6794025301021186,0.7199725547639568,0.29270979972576494,0.6333333333333333,0.6333333333333333,0.4271604938271605,0.8395061728395061
primary,gue_mouse_0,random_missing_40,15,0.8735985368084134,0.8881166113485077,0.5723479286384381,0.7802469135802469,0.780246913580247,0.6790123456790124,0.8814814814814815
primary,gue_mouse_0,random_missing_40,16,0.5834415485444292,0.6029388809302412,0.13169761689218967,0.5567901234567901,0.5567901234567901,0.3037037037037037,0.8098765432098766
primary,gue_mouse_0,random_missing_40,17,0.8599420819996951,0.8813466394649525,0.5461454511402339,0.7493827160493827,0.7493827160493827,0.5456790123456791,0.9530864197530864
primary,gue_mouse_0,random_missing_40,18,0.8618686175887822,0.8746881392493471,0.5645803487063578,0.774074074074074,0.7740740740740741,0.654320987654321,0.8938271604938272
primary,gue_mouse_0,random_missing_40,19,0.8071025758268556,0.8309600653155842,0.4549654481453011,0.6938271604938272,0.6938271604938272,0.43209876543209874,0.9555555555555556
primary,gue_mouse_0,random_missing_40,20,0.8322572778539857,0.8525201280907689,0.4933826109215181,0.7209876543209877,0.7209876543209877,0.49876543209876545,0.9432098765432099
primary,gue_mouse_0,score_noise_005,1,0.769242493522329,0.7808283850323559,0.43390094906725685,0.7123456790123457,0.7123456790123457,0.6098765432098765,0.8148148148148148
primary,gue_mouse_0,score_noise_005,2,0.7895686633135193,0.7676110378515966,0.4626026513524169,0.7283950617283951,0.7283950617283951,0.6493827160493827,0.8074074074074075
primary,gue_mouse_0,score_noise_005,3,0.7610912970583753,0.7629716455952349,0.41400218949571616,0.7037037037037037,0.7037037037037037,0.6148148148148148,0.7925925925925926
primary,gue_mouse_0,score_noise_005,4,0.7506660570035055,0.7270882101317759,0.3985913925227743,0.6962962962962963,0.6962962962962962,0.6098765432098765,0.782716049382716
primary,gue_mouse_0,score_noise_005,5,0.7947142203932327,0.7781320479759327,0.43488618929167655,0.7135802469135802,0.7135802469135804,0.6197530864197531,0.8074074074074075
primary,gue_mouse_0,score_noise_005,6,0.7526291723822589,0.7414058006483841,0.36850902327577245,0.6814814814814815,0.6814814814814816,0.5950617283950618,0.7679012345679013
primary,gue_mouse_0,score_noise_005,7,0.780637098003353,0.7558827406810421,0.4329480625044528,0.7135802469135802,0.7135802469135802,0.6320987654320988,0.7950617283950617
primary,gue_mouse_0,score_noise_005,8,0.774839201341259,0.7533345671377072,0.4236600335619425,0.7086419753086419,0.7086419753086419,0.6222222222222222,0.7950617283950617
primary,gue_mouse_0,score_noise_005,9,0.7830574607529341,0.7710010962920594,0.429451730205389,0.7111111111111111,0.7111111111111111,0.6197530864197531,0.8024691358024691
primary,gue_mouse_0,score_noise_005,10,0.7611400701112636,0.7477735986104233,0.43848890457229733,0.7148148148148148,0.7148148148148148,0.6148148148148148,0.8148148148148148
primary,gue_mouse_0,score_noise_005,11,0.7892516384697454,0.7554212912212046,0.4572414459088185,0.725925925925926,0.7259259259259259,0.6493827160493827,0.8024691358024691
primary,gue_mouse_0,score_noise_005,12,0.7480018289894832,0.729637017995147,0.4020655778866215,0.7,0.7,0.6493827160493827,0.7506172839506173
primary,gue_mouse_0,score_noise_005,13,0.7448193872885231,0.7069574006093114,0.358801897562954,0.6765432098765433,0.6765432098765432,0.5876543209876544,0.7654320987654321
primary,gue_mouse_0,score_noise_005,14,0.7823807346441092,0.7717600618281533,0.44457785146650336,0.7197530864197531,0.7197530864197531,0.6444444444444445,0.7950617283950617
primary,gue_mouse_0,score_noise_005,15,0.7616278006401463,0.7451889796563512,0.3916477271827091,0.691358024691358,0.691358024691358,0.5851851851851851,0.7975308641975308
primary,gue_mouse_0,score_noise_005,16,0.766450236244475,0.7419392513046079,0.43759710263066465,0.7160493827160493,0.7160493827160495,0.6370370370370371,0.7950617283950617
primary,gue_mouse_0,score_noise_005,17,0.7784301173601585,0.7829704483798893,0.45916606471343063,0.725925925925926,0.7259259259259259,0.6370370370370371,0.8148148148148148
primary,gue_mouse_0,score_noise_005,18,0.771187319006249,0.771505546032595,0.41371950957575654,0.7024691358024692,0.7024691358024691,0.6,0.8049382716049382
primary,gue_mouse_0,score_noise_005,19,0.7848986434994665,0.762915563012637,0.41595780569928237,0.7049382716049383,0.7049382716049383,0.6197530864197531,0.7901234567901234
primary,gue_mouse_0,score_noise_005,20,0.7710409998475842,0.7438524696733879,0.43752405664531485,0.717283950617284,0.7172839506172839,0.6592592592592592,0.7753086419753087
primary,gue_prom_300_all,complete,0,0.9857126877596676,0.9862793508609271,0.8770292250767459,0.9385135135135135,0.9385221202574989,0.937248322147651,0.939795918367347
primary,gue_prom_300_all,conflicting_strongest,0,0.9771318997397616,0.9752886828638584,0.8393900270970659,0.9194256756756757,0.9195395607907593,0.9026845637583892,0.9363945578231293
primary,gue_prom_300_all,missing_engineered,0,0.985038122631603,0.9855003024683436,0.8719563192488534,0.9359797297297298,0.9359825138108935,0.9355704697986578,0.9363945578231293
primary,gue_prom_300_all,missing_foundation,0,0.9850627767885678,0.9856115717364473,0.8709400538738985,0.9354729729729729,0.9354700269369493,0.9359060402684564,0.9350340136054421
primary,gue_prom_300_all,missing_local_derived,0,0.9814252613797197,0.9819363127508193,0.8572018029290491,0.9285472972972973,0.9285953978906999,0.9214765100671141,0.9357142857142857
primary,gue_prom_300_all,missing_sequence_grammar,0,0.9793772542574077,0.9805588975415992,0.8503304166682378,0.925168918918919,0.9251620782541204,0.9261744966442953,0.9241496598639456
primary,gue_prom_300_all,missing_strongest,0,0.9848763867963293,0.9851415981837658,0.8687193169507957,0.9342905405405405,0.9343457517235082,0.9261744966442953,0.9425170068027211
primary,gue_prom_300_all,random_missing_20,1,0.9642627722229833,0.9629921723096057,0.7475844358365947,0.8694256756756756,0.8699276354837236,0.7956375838926174,0.9442176870748299
primary,gue_prom_300_all,random_missing_20,2,0.984759165411131,0.9850576239611535,0.8716296129591972,0.9358108108108109,0.9358238597452404,0.9338926174496645,0.9377551020408164
primary,gue_prom_300_all,random_missing_20,3,0.9850501072912387,0.985744443506462,0.874656030626129,0.9373310810810811,0.9373247956900881,0.938255033557047,0.9363945578231293
primary,gue_prom_300_all,random_missing_20,4,0.9844668538556361,0.9851247757390672,0.8638446466448441,0.9319256756756756,0.9319191434963248,0.9328859060402684,0.930952380952381
primary,gue_prom_300_all,random_missing_20,5,0.9763594028215312,0.9756019126473492,0.8430868562867728,0.9214527027027027,0.9215164589325664,0.9120805369127517,0.930952380952381
primary,gue_prom_300_all,random_missing_20,6,0.9850020545130803,0.9855050057752381,0.8736840833616843,0.9368243243243243,0.9368511162854403,0.9328859060402684,0.9408163265306122
primary,gue_prom_300_all,random_missing_20,7,0.9851609368579647,0.9856209256639548,0.8730149216580524,0.9364864864864865,0.9364447792539834,0.9426174496644295,0.9302721088435374
primary,gue_prom_300_all,random_missing_20,8,0.9851828516641556,0.9857791387224814,0.8760408090139062,0.9380067567567567,0.9380301785143588,0.9345637583892618,0.9414965986394558
primary,gue_prom_300_all,random_missing_20,9,0.9816818472355385,0.982363987414735,0.8568332466337075,0.9283783783783783,0.9284184814865544,0.9224832214765101,0.9343537414965987
primary,gue_prom_300_all,random_missing_20,10,0.984891567365201,0.9854692294288212,0.8709436109515596,0.9354729729729729,0.9354768753138839,0.9348993288590604,0.9360544217687075
primary,gue_prom_300_all,random_missing_20,11,0.9853187919463088,0.9858524271159486,0.8733142386484559,0.9366554054054054,0.9366650687120486,0.9352348993288591,0.9380952380952381
primary,gue_prom_300_all,random_missing_20,12,0.9843308565036754,0.9847391910588329,0.869599359529319,0.9347972972972973,0.9348080171665982,0.9332214765100671,0.9363945578231293
primary,gue_prom_300_all,random_missing_20,13,0.9838746975300185,0.9841621379900583,0.8662109167758465,0.9331081081081081,0.9331073368944893,0.9332214765100671,0.9329931972789116
primary,gue_prom_300_all,random_missing_20,14,0.9852383235173263,0.9857453284157724,0.8719549384392773,0.9359797297297298,0.9359802310185819,0.9359060402684564,0.9360544217687075
primary,gue_prom_300_all,random_missing_20,15,0.983791375610647,0.9845460792685742,0.8648726880799061,0.9324324324324325,0.9324453271241382,0.9305369127516778,0.9343537414965987
primary,gue_prom_300_all,random_missing_20,16,0.9710901474683833,0.9722900143737714,0.8125887193677025,0.9045608108108109,0.904863489019769,0.8600671140939598,0.9496598639455782
primary,gue_prom_300_all,random_missing_20,17,0.9854112450349268,0.9861713489532781,0.875770075153098,0.9378378378378378,0.9378829384102634,0.9312080536912751,0.9445578231292517
primary,gue_prom_300_all,random_missing_20,18,0.9857429347577958,0.9863984203571583,0.8763476353957811,0.9381756756756757,0.938177418618454,0.9379194630872483,0.9384353741496598
primary,gue_prom_300_all,random_missing_20,19,0.9827958498835776,0.9831973821014128,0.8589057334278228,0.9293918918918919,0.9294434552344428,0.9218120805369128,0.9370748299319728
primary,gue_prom_300_all,random_missing_20,20,0.9826868465507008,0.9837966892989075,0.8555589882977692,0.9277027027027027,0.9277610373008264,0.9191275167785234,0.9363945578231293
primary,gue_prom_300_all,random_missing_40,1,0.9827877459708716,0.9830783363983442,0.8608077177544451,0.9304054054054054,0.9303885312514267,0.9328859060402684,0.927891156462585
primary,gue_prom_300_all,random_missing_40,2,0.9821280760626397,0.9816587467681596,0.8618060717956068,0.9305743243243243,0.9307001324019541,0.9120805369127517,0.9493197278911565
primary,gue_prom_300_all,random_missing_40,3,0.9840074419029355,0.9840315823927116,0.867949774376925,0.9339527027027027,0.9339827877459709,0.9295302013422819,0.9384353741496598
primary,gue_prom_300_all,random_missing_40,4,0.9831066520567958,0.9833761899898233,0.8648797261499651,0.9324324324324325,0.9324019540702186,0.9369127516778524,0.927891156462585
primary,gue_prom_300_all,random_missing_40,5,0.9839766242067296,0.9847628746984048,0.8622149831868534,0.9310810810810811,0.9310345614755969,0.9379194630872483,0.9241496598639456
primary,gue_prom_300_all,random_missing_40,6,0.9814350773866592,0.9825037590134151,0.8594611562263338,0.9297297297297298,0.9297379354426334,0.9285234899328859,0.930952380952381
primary,gue_prom_300_all,random_missing_40,7,0.9838853125142675,0.9844940451896387,0.8673282133584084,0.9336148648648649,0.9336609140300416,0.9268456375838926,0.9404761904761905
primary,gue_prom_300_all,random_missing_40,8,0.9835812445783683,0.9842656680036784,0.8631783570148212,0.9315878378378378,0.9315653106880335,0.9348993288590604,0.9282312925170068
primary,gue_prom_300_all,random_missing_40,9,0.9831128155960371,0.9830502101133305,0.8635068242914404,0.9317567567567567,0.9317490754691138,0.9328859060402684,0.9306122448979591
primary,gue_prom_300_all,random_missing_40,10,0.9841738574624481,0.9847782979104407,0.8726796339388876,0.9363175675675676,0.9363477605807423,0.9318791946308724,0.9408163265306122
primary,gue_prom_300_all,random_missing_40,11,0.9811288407980643,0.9808445829312074,0.8584781807359143,0.929222972972973,0.9292482764918049,0.925503355704698,0.9329931972789116
