analysis_group,task_id,condition,replicate,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity
primary,gue_prom_300_all,random_missing_40,12,0.9835396977582981,0.9838659842099997,0.8709420276254026,0.9354729729729729,0.9354745925215724,0.9352348993288591,0.9357142857142857
primary,gue_prom_300_all,random_missing_40,13,0.961113431949961,0.962816769871789,0.7982618942086023,0.8989864864864865,0.8990686207368854,0.8869127516778523,0.9112244897959184
primary,gue_prom_300_all,random_missing_40,14,0.9845086289549376,0.9852008768886875,0.8661009610172348,0.9329391891891892,0.9330103182212482,0.9224832214765101,0.9435374149659864
primary,gue_prom_300_all,random_missing_40,15,0.97375542163174,0.9727938406733125,0.8216052856812118,0.9099662162162162,0.910173263936447,0.8795302013422819,0.9408163265306122
primary,gue_prom_300_all,random_missing_40,16,0.9824548007122312,0.9825971428283147,0.8628531658909313,0.9314189189189189,0.9314363329224307,0.9288590604026845,0.9340136054421768
primary,gue_prom_300_all,random_missing_40,17,0.9808827557868786,0.9815556475473783,0.8460512293842002,0.922972972972973,0.922910103638771,0.9322147651006711,0.9136054421768708
primary,gue_prom_300_all,random_missing_40,18,0.981902821531297,0.9827985687042333,0.8645769632040845,0.9322635135135136,0.9322181892891385,0.9389261744966443,0.9255102040816326
primary,gue_prom_300_all,random_missing_40,19,0.9796216842441674,0.9815670183198972,0.8413943050112607,0.9206081081081081,0.9205291512578186,0.9322147651006711,0.908843537414966
primary,gue_prom_300_all,random_missing_40,20,0.9655936401406199,0.9692479216464864,0.7997716902485049,0.8994932432432432,0.8996336118339954,0.8788590604026846,0.9204081632653062
primary,gue_prom_300_all,score_noise_005,1,0.9837822444414006,0.983575295656034,0.8760320286069033,0.9380067567567567,0.9379753914988814,0.9426174496644295,0.9333333333333333
primary,gue_prom_300_all,score_noise_005,2,0.9840640551522623,0.9840329269103408,0.8726417763961924,0.9363175675675676,0.936292973565265,0.9399328859060403,0.9326530612244898
primary,gue_prom_300_all,score_noise_005,3,0.9838947861023604,0.9843024724604817,0.8733497719629635,0.9366554054054054,0.9366148472811944,0.9426174496644295,0.9306122448979591
primary,gue_prom_300_all,score_noise_005,4,0.9840979546180888,0.9840817865921454,0.869602540678415,0.9347972972972973,0.9347714924896133,0.9385906040268457,0.930952380952381
primary,gue_prom_300_all,score_noise_005,5,0.9838261311235903,0.9820526638415729,0.8706216946879725,0.935304054054054,0.9352748481943113,0.9395973154362416,0.930952380952381
primary,gue_prom_300_all,score_noise_005,6,0.9835371866867552,0.9834542814530322,0.8740047210161849,0.9369932432432433,0.9369618317125508,0.9416107382550336,0.932312925170068
primary,gue_prom_300_all,score_noise_005,7,0.9837484591151897,0.9838528259378707,0.8733335583006444,0.9366554054054054,0.936621695658129,0.9416107382550336,0.9316326530612244
primary,gue_prom_300_all,score_noise_005,8,0.9841264895219833,0.9843349198250543,0.8702902280032967,0.9351351351351351,0.9351024973747888,0.9399328859060403,0.9302721088435374
primary,gue_prom_300_all,score_noise_005,9,0.9843037483449757,0.9837040860068342,0.8746690256667907,0.9373310810810811,0.9373065333515956,0.9409395973154362,0.9336734693877551
primary,gue_prom_300_all,score_noise_005,10,0.9842972423868876,0.9843812793421645,0.8753520315448832,0.9376689189189189,0.9376398210290828,0.9419463087248322,0.9333333333333333
primary,gue_prom_300_all,score_noise_005,11,0.983589690909921,0.9832283225527123,0.8720043591588411,0.9359797297297298,0.9359368579646624,0.9422818791946309,0.9295918367346939
primary,gue_prom_300_all,score_noise_005,12,0.9835121901109437,0.9828927933387747,0.8713062294171992,0.9356418918918918,0.9356081358717984,0.9406040268456376,0.9306122448979591
primary,gue_prom_300_all,score_noise_005,13,0.9841212390996665,0.9839626632687579,0.8716465612718638,0.9358108108108109,0.9357759211066976,0.9409395973154362,0.9306122448979591
primary,gue_prom_300_all,score_noise_005,14,0.983903004154682,0.9838834648445496,0.8709707813127854,0.9354729729729729,0.9354380678445875,0.9406040268456376,0.9302721088435374
primary,gue_prom_300_all,score_noise_005,15,0.9839254896589509,0.9835799726260174,0.8736791099442373,0.9368243243243243,0.9367871981007168,0.9422818791946309,0.9312925170068027
primary,gue_prom_300_all,score_noise_005,16,0.9841552527051087,0.9835880387725887,0.8699459322798424,0.9349662162162162,0.9349369949322011,0.939261744966443,0.9306122448979591
primary,gue_prom_300_all,score_noise_005,17,0.9843398164634982,0.985037798831108,0.8716465612718638,0.9358108108108109,0.9357759211066976,0.9409395973154362,0.9306122448979591
primary,gue_prom_300_all,score_noise_005,18,0.9841155321188878,0.9838592084773827,0.8757121041269442,0.9378378378378378,0.9377984750947359,0.9436241610738255,0.9319727891156463
primary,gue_prom_300_all,score_noise_005,19,0.9840833447472949,0.9839833380770591,0.8747013708435708,0.9373310810810811,0.9372905538054148,0.9432885906040268,0.9312925170068027
primary,gue_prom_300_all,score_noise_005,20,0.9835745103410493,0.9833183690141228,0.8726937523329265,0.9363175675675676,0.9362701456421494,0.9432885906040268,0.9292517006802721
primary,gue_prom_core_all,complete,0,0.9231031522326679,0.9238969825825278,0.6877594463217745,0.8435810810810811,0.8436347234092287,0.8237870619946092,0.8634823848238482
primary,gue_prom_core_all,conflicting_strongest,0,0.9209506757719195,0.9223686297855848,0.6833740920334622,0.8413851351351351,0.8414392179636082,0.8214285714285714,0.861449864498645
primary,gue_prom_core_all,missing_engineered,0,0.9196317289571143,0.9208315683453858,0.6801366454705347,0.839695945945946,0.839756408008824,0.8173854447439353,0.8621273712737128
primary,gue_prom_core_all,missing_foundation,0,0.9207737661524189,0.9212681778407324,0.6876662133074717,0.8435810810810811,0.8436301579996932,0.8254716981132075,0.8617886178861789
primary,gue_prom_core_all,missing_local_derived,0,0.9218663257218825,0.9226240919819992,0.6816175531533685,0.8405405405405405,0.8405914214128665,0.8217654986522911,0.8594173441734417
primary,gue_prom_core_all,missing_sequence_grammar,0,0.902179195520055,0.9051690703570539,0.6381462183002157,0.81875,0.8188075698142426,0.7975067385444744,0.8401084010840109
primary,gue_prom_core_all,missing_strongest,0,0.9229262426131674,0.9238529036207093,0.6867355372051136,0.8430743243243243,0.8431275064098349,0.8234501347708895,0.8628048780487805
primary,gue_prom_core_all,random_missing_20,1,0.9210497451588396,0.9222234175878273,0.6843068840455538,0.8417229729729729,0.8417880152521202,0.817722371967655,0.8658536585365854
primary,gue_prom_core_all,random_missing_20,2,0.9125915250476628,0.9099930222270223,0.6521666443175371,0.8256756756756757,0.8257401441938947,0.8018867924528302,0.8495934959349594
primary,gue_prom_core_all,random_missing_20,3,0.9198727825805887,0.9208877866897828,0.681270369800686,0.8403716216216216,0.8404220447190995,0.8217654986522911,0.8590785907859079
primary,gue_prom_core_all,random_missing_20,4,0.9170618599295831,0.9189387722092147,0.6728101257136886,0.8361486486486487,0.8361985843578112,0.817722371967655,0.8546747967479674
primary,gue_prom_core_all,random_missing_20,5,0.915429726020643,0.9164255180022189,0.6683335818526364,0.8337837837837838,0.8338455722832161,0.8109838274932615,0.8567073170731707
primary,gue_prom_core_all,random_missing_20,6,0.9167116930182105,0.9173700538153574,0.6706807498855717,0.8351351351351352,0.8351795849494883,0.818733153638814,0.8516260162601627
primary,gue_prom_core_all,random_missing_20,7,0.8976898571209432,0.8960266329153125,0.6124998123938078,0.80625,0.8062508674278117,0.8059299191374663,0.8065718157181572
primary,gue_prom_core_all,random_missing_20,8,0.9153571360090287,0.9162961466951177,0.6666319689928877,0.8329391891891892,0.8330005149781956,0.8103099730458221,0.8556910569105691
primary,gue_prom_core_all,random_missing_20,9,0.9185037303961314,0.9195599050197637,0.6733524060923047,0.8363175675675676,0.8363770918706492,0.8143530997304582,0.8584010840108401
primary,gue_prom_core_all,random_missing_20,10,0.921362703982498,0.9223478811775079,0.6945007537809091,0.8467905405405406,0.846857446000336,0.8221024258760108,0.8716124661246613
primary,gue_prom_core_all,random_missing_20,11,0.8973552126019912,0.8932537835668432,0.6212224090004801,0.8104729729729729,0.8105099379834768,0.796832884097035,0.8241869918699187
primary,gue_prom_core_all,random_missing_20,12,0.9190246436241316,0.9199563634712368,0.6831060796859155,0.8412162162162162,0.8412734935974697,0.8200808625336927,0.8624661246612466
primary,gue_prom_core_all,random_missing_20,13,0.9152303317591802,0.9167714519001194,0.6622228546237936,0.8309121621621621,0.8309561245882,0.8146900269541779,0.8472222222222222
primary,gue_prom_core_all,random_missing_20,14,0.9120184520157196,0.9098779212968214,0.6510922748991812,0.8253378378378379,0.8253831291682189,0.8086253369272237,0.842140921409214
primary,gue_prom_core_all,random_missing_20,15,0.9188405434846129,0.9197672839766574,0.6804856307070454,0.8398648648648649,0.8399257847025909,0.8173854447439353,0.8624661246612466
primary,gue_prom_core_all,random_missing_20,16,0.9207526511333172,0.9218021719818913,0.6786028017820713,0.8390202702702703,0.8390725096604066,0.819743935309973,0.8584010840108401
primary,gue_prom_core_all,random_missing_20,17,0.9148301736133938,0.9161074983394231,0.6607705489413968,0.8300675675675676,0.8301238504298789,0.8092991913746631,0.8509485094850948
primary,gue_prom_core_all,random_missing_20,18,0.9214412860941279,0.9217733636852322,0.6783140910269592,0.8386824324324325,0.8387511048291076,0.8133423180592992,0.864159891598916
primary,gue_prom_core_all,random_missing_20,19,0.9059968480412568,0.9033963614383532,0.6443952651313761,0.8214527027027027,0.8215413370440983,0.7887466307277629,0.8543360433604336
primary,gue_prom_core_all,random_missing_20,20,0.920333089997005,0.9210016421880514,0.6801288477971235,0.8398648648648649,0.839908436146356,0.8237870619946092,0.856029810298103
primary,gue_prom_core_all,random_missing_40,1,0.9059105047334166,0.9024927784139654,0.642736082939815,0.8212837837837837,0.8213116969444627,0.8109838274932615,0.8316395663956639
primary,gue_prom_core_all,random_missing_40,2,0.8626051413816025,0.8636009313672124,0.5661542537418346,0.7829391891891891,0.7829773226977552,0.7688679245283019,0.7970867208672087
primary,gue_prom_core_all,random_missing_40,3,0.918122975240871,0.9188551295897092,0.6758633898151223,0.8375,0.8375654679727391,0.8133423180592992,0.8617886178861789
primary,gue_prom_core_all,random_missing_40,4,0.9184289718149878,0.9195684338832442,0.6756472939147834,0.8375,0.8375563371536681,0.816711590296496,0.8584010840108401
primary,gue_prom_core_all,random_missing_40,5,0.9207848372705424,0.9212137088627612,0.6809599225173225,0.8402027027027027,0.8402544941891468,0.8210916442048517,0.8594173441734417
primary,gue_prom_core_all,random_missing_40,6,0.9186851483575483,0.9198849840838407,0.6745093332133567,0.8369932432432432,0.8370436416628317,0.8183962264150944,0.8556910569105691
primary,gue_prom_core_all,random_missing_40,7,0.574743572359915,0.558887125447902,0.09567187281492226,0.5476351351351352,0.5477267912840853,0.5138140161725068,0.5816395663956639
primary,gue_prom_core_all,random_missing_40,8,0.8826720565891644,0.8792859590279101,0.5969409156068451,0.7983108108108108,0.7983513393085413,0.7833557951482479,0.8133468834688347
primary,gue_prom_core_all,random_missing_40,9,0.8778221649719866,0.8700470136899938,0.5850884360788019,0.7922297297297297,0.7922884754454014,0.7705525606469003,0.8140243902439024
primary,gue_prom_core_all,random_missing_40,10,0.8965136364217415,0.8931159910738666,0.6216071137692805,0.8104729729729729,0.8105318519492473,0.7887466307277629,0.8323170731707317
primary,gue_prom_core_all,random_missing_40,11,0.9000777375108657,0.8976632713376014,0.634657625365644,0.8172297297297297,0.8172603525226627,0.8059299191374663,0.8285907859078591
primary,gue_prom_core_all,random_missing_40,12,0.8581915887807798,0.8735128706967167,0.5610544712479621,0.7802364864864865,0.7802937749727901,0.7590970350404312,0.801490514905149
primary,gue_prom_core_all,random_missing_40,13,0.9039226112864229,0.9004908024186946,0.6413299200827975,0.8204391891891892,0.8204867274413984,0.8028975741239892,0.8380758807588076
primary,gue_prom_core_all,random_missing_40,14,0.9116953351558448,0.9135251767442657,0.6539890705766002,0.8266891891891892,0.8267445342917041,0.806266846361186,0.8472222222222222
primary,gue_prom_core_all,random_missing_40,15,0.913345160026735,0.9136882551860958,0.6691457726571379,0.8341216216216216,0.8341888910802855,0.8092991913746631,0.8590785907859079
