run_task_id,evaluation_task,source,source_family,oof_auc,test_auc,oof_selected,oof_selected_individual_channel,oof_selected_standalone_source
gue_prom_core_all,gue_prom_core_all,basicpos__extratrees_300,motif_position,0.8808064283520456,0.8823228598273178,False,False,False
gue_prom_core_all,gue_prom_core_all,cksnap5__scaled_logreg_l2_c1,physicochemical,0.8581812104910121,0.8572136780582765,False,False,False
gue_prom_core_all,gue_prom_core_all,cksnap5__extratrees_300,physicochemical,0.8731530852602241,0.8745739331550998,False,False,False
gue_prom_core_all,gue_prom_core_all,zcurve12__scaled_logreg_l2_c1,physicochemical,0.7396555083403601,0.7444200993980965,False,False,False
gue_prom_core_all,gue_prom_core_all,zcurve12__extratrees_300,physicochemical,0.8066042818336542,0.8146281085873527,False,False,False
gue_prom_core_all,gue_prom_core_all,eiip_auto__scaled_logreg_l2_c1,physicochemical,0.6548720558020332,0.6518232647791437,False,False,False
gue_prom_core_all,gue_prom_core_all,eiip_auto__extratrees_300,physicochemical,0.7012187643113125,0.7011271197196473,False,False,False
gue_prom_core_all,gue_prom_core_all,dinuc_auto__scaled_logreg_l2_c1,physicochemical,0.8502050323273405,0.8524861964842694,False,False,False
gue_prom_core_all,gue_prom_core_all,dinuc_auto__extratrees_300,physicochemical,0.8770824502203887,0.8822918150424766,False,False,False
gue_prom_core_all,gue_prom_core_all,promoter_motif__scaled_logreg_l2_c1,motif_position,0.7880443656382652,0.7891694447183689,False,False,False
gue_prom_core_all,gue_prom_core_all,promoter_motif__extratrees_300,motif_position,0.8331093192149773,0.8378225575972067,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert2__scaled_logreg_l2_c1,foundation_db2,0.866897259791592,0.8680121270973492,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert2__scaled_logreg_l2_c03,foundation_db2,0.8669870551602301,0.8681141640004675,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert1_6mer_mean__linear,foundation_db1,0.8847164478044834,0.8862384974506752,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert1_6mer_cls__linear,foundation_db1,0.8469507900921356,0.8514585227978291,False,False,False
gue_prom_core_all,gue_prom_core_all,nt_500m_human_ref_mean__linear,foundation_nt,0.8266503543214643,0.8288630555190324,False,False,False
gue_prom_core_all,gue_prom_core_all,nt_500m_human_ref_cls__linear,foundation_nt,0.8360811065138132,0.8383616183281104,False,False,False
gue_prom_core_all,gue_prom_core_all,dnashaper_shape4__logreg_c1,dna_shape,0.8410757764661363,0.8492802517732051,False,False,False
gue_prom_core_all,gue_prom_core_all,dnashaper_shape4__histgb,dna_shape,0.864160531291925,0.8692326893366642,False,False,False
gue_prom_core_all,gue_prom_core_all,dnashaper_ep__logreg_c1,dna_shape,0.7845902873047799,0.7980214314019825,False,False,False
gue_prom_core_all,gue_prom_core_all,dnashaper_all5__logreg_c03,dna_shape,0.863339249742291,0.8704109074025376,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert1_6mer__pool_interaction,foundation_db1,0.8357013434595396,0.8742610884666797,False,False,False
gue_prom_core_all,gue_prom_core_all,nt_500m_human_ref__pool_interaction,foundation_nt,0.7903782764681206,0.8285354873848605,False,False,False
gue_prom_core_all,gue_prom_core_all,dnabert2__pool_interaction,foundation_db2,0.8087141960844146,0.8539108325298215,False,False,False
gue_prom_core_all,gue_prom_core_all,cross_foundation__attention_interaction,foundation_cross,0.8445222831897838,0.874853564489149,False,False,False
gue_prom_core_all,gue_prom_core_all,cross_foundation__anchor_residual,foundation_residual,0.8844792593228299,0.892575285885945,False,False,False
gue_prom_core_all,gue_prom_core_all,aligned_score_anchor,derived_anchor,0.9045505740774069,0.9045776334195282,False,False,False
gue_prom_core_all,gue_prom_core_all,local_cross,preclassifier_local,0.8477444107406238,0.8802317310572026,False,False,False
gue_prom_core_all,gue_prom_core_all,local_cross_db1,preclassifier_local,0.8660638770436201,0.8899491481858889,False,False,False
gue_prom_core_all,gue_prom_core_all,local_cross_db1_nt,preclassifier_local,0.8701944265442412,0.8934221122871605,False,False,False
gue_prom_core_all,gue_prom_core_all,local_cross_nt,preclassifier_local,0.8522549114709809,0.8848252749289621,False,False,False
gue_prom_core_all,gue_prom_core_all,local_cross_db1_nt_mean,preclassifier_local,0.8687634814675842,0.8951275210191456,False,False,False
gue_prom_core_all,gue_prom_core_all,rc_multiscale_seed0,sequence_grammar_rc,0.9133091233858569,0.9174495202667661,True,True,True
