run_task_id,evaluation_task,stage,n_sources,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,oof_auc,threshold,n_test
gue_mouse_0,gue_mouse_0,biophysical_grammar,39,0.8960341411370218,0.9070317269530919,0.6319037156040984,0.8049382716049382,0.8049382716049382,0.674074074074074,0.9358024691358025,0.8880192881131398,0.5915258938074113,810
gue_mouse_0,gue_mouse_0,position_aware_grammar,40,0.8965523548239598,0.9075825385878772,0.6501732033313374,0.8185185185185185,0.8185185185185185,0.7185185185185186,0.9185185185185185,0.8879946479946995,0.5510950648784639,810
gue_mouse_0,gue_mouse_0,reliability_routed_l2,40,0.8968571864045114,0.9076284685044987,0.6323239486489097,0.8061728395061728,0.8061728395061729,0.6814814814814815,0.9308641975308642,0.8878651563084281,0.5652824592590333,810
gue_mouse_0,gue_mouse_0,mucff_dual_decision,40,0.8980765127267185,0.9090587799015922,0.6328506703258854,0.8074074074074075,0.8074074074074074,0.6888888888888889,0.9259259259259259,0.8875297266109753,0.5594774152346204,810
gue_prom_300_all,gue_prom_300_all,base_evidence,28,0.9725732776332009,0.9713128988030393,0.822984512967321,0.9111486486486486,0.9110007761493859,0.9328859060402684,0.8891156462585034,0.9752826484701493,0.4347415506839753,5920
gue_prom_300_all,gue_prom_300_all,foundation_interactions,33,0.9750122129388668,0.9740209938620933,0.8307557856293581,0.9153716216216217,0.9153871615760398,0.9130872483221476,0.917687074829932,0.9773917628207014,0.5238821342587472,5920
gue_prom_300_all,gue_prom_300_all,local_foundation_fusion,39,0.9829934826279505,0.9834539044049115,0.8582619310150214,0.9290540540540541,0.9291124503492673,0.9204697986577182,0.9377551020408164,0.9834890317777628,0.5222777128219604,5920
gue_prom_300_all,gue_prom_300_all,rc_grammar_1,40,0.9842130073505914,0.9845398132780303,0.8643016110306457,0.9320945945945946,0.932143998539013,0.9248322147651007,0.9394557823129251,0.984362125603709,0.5293875336647034,5920
gue_prom_300_all,gue_prom_300_all,rc_grammar_2,41,0.9842136921882847,0.984504291774415,0.867223414383965,0.9336148648648649,0.9336106925991874,0.934228187919463,0.9329931972789116,0.9846192050733441,0.49100503847002996,5920
gue_prom_300_all,gue_prom_300_all,rc_grammar_3,42,0.9844544126375384,0.9846620678146504,0.8726864801415112,0.9361486486486487,0.9360407250148381,0.952013422818792,0.9200680272108843,0.9850252212241509,0.4356585428118708,5920
