task_id,method,fusion_family,oof_auc,auc,auprc,mcc,accuracy,balanced_accuracy,sensitivity,specificity,mean_oof_threshold,n_test
gue_human_tf_0,aligned_logistic_l2,aligned-score stacking,0.8912905910053863,0.92432,0.9116825275731133,0.6838027543791789,0.839,0.839,0.904,0.774,0.5170886200666428,1000
gue_mouse_0,aligned_logistic_l2,aligned-score stacking,0.8879863075290765,0.8965523548239598,0.9075872206846789,0.6501732033313374,0.8185185185185185,0.8185185185185185,0.7185185185185186,0.9185185185185185,0.5511581587791443,810
gue_prom_300_all,aligned_logistic_l2,aligned-score stacking,0.986078472766553,0.9854869196000546,0.9860368670178499,0.8763511651223883,0.9381756756756757,0.9381819842030772,0.937248322147651,0.9391156462585034,0.4965921960771084,5920
gue_prom_core_all,aligned_logistic_l2,aligned-score stacking,0.9249290009967146,0.9232775508769238,0.9240728980915656,0.6891513453913086,0.8442567567567567,0.8443122301842965,0.8237870619946092,0.8648373983739838,0.5070000186562541,5920
ipromoter_hs_tata,aligned_logistic_l2,aligned-score stacking,0.97340939405325,0.954032,0.9656209078667747,0.7480564880520522,0.872,0.872,0.924,0.82,0.5775859260559081,500
ipromoter_hs_notata,aligned_logistic_l2,aligned-score stacking,0.9699973534806534,0.8798248799999999,0.8868852342806266,0.3839311601576405,0.6514,0.6514,0.9588,0.344,0.5266678443551064,5000
ipromoter_mm_tata,aligned_logistic_l2,aligned-score stacking,0.9749383175870002,0.954016,0.9665009676506312,0.6893711141230373,0.838,0.8380000000000001,0.936,0.74,0.3841897779703148,500
ipromoter_mm_notata,aligned_logistic_l2,aligned-score stacking,0.965557270183589,0.87621712,0.8883345993930227,0.4109213858702925,0.67,0.6699999999999999,0.9508,0.3892,0.5387094497680663,5000
snnrice6ma_rice_chen,aligned_logistic_l2,aligned-score stacking,0.8917774653096624,0.8994925103305784,0.9014774584833629,0.630407318156422,0.8147727272727273,0.8147727272727273,0.8409090909090909,0.7886363636363637,0.46670994824171075,1760
gue_emp_H3,anchor_query_qkv,QKV attention,0.9526743232730388,0.952805198050731,0.9489663342812092,0.7622086518491799,0.8790915163660654,0.878624087395798,0.9324503311258279,0.8247978436657682,0.4247257873415947,1497
gue_human_tf_0,anchor_query_qkv,QKV attention,0.8907311889902296,0.923916,0.9108223542260283,0.6699924419046204,0.831,0.831,0.908,0.754,0.4945482861995697,1000
gue_mouse_0,anchor_query_qkv,QKV attention,0.8847785167906917,0.8916445663770767,0.9053349185756807,0.6313191802932158,0.8074074074074075,0.8074074074074074,0.6938271604938272,0.9209876543209876,0.549550465345383,810
gue_prom_300_all,anchor_query_qkv,QKV attention,0.9860282219537644,0.985101355978633,0.9856792597724097,0.8671460240099301,0.933277027027027,0.93314500296763,0.9526845637583893,0.9136054421768708,0.46445958018302924,5920
gue_prom_core_all,anchor_query_qkv,QKV attention,0.9246855688353822,0.9229890169942803,0.9236855937907531,0.692145310418037,0.8456081081081082,0.8456754614715959,0.8207547169811321,0.8705962059620597,0.5211338013410568,5920
ipromoter_hs_tata,anchor_query_qkv,QKV attention,0.97213950959744,0.9547840000000001,0.9637394383988208,0.6733886011577485,0.824,0.824,0.96,0.688,0.4859751540422444,500
ipromoter_hs_notata,anchor_query_qkv,QKV attention,0.9699967529915278,0.9037647999999998,0.9150525528501756,0.4981445423299906,0.7242,0.7242,0.942,0.5064,0.5323493647575378,5000
ipromoter_mm_tata,anchor_query_qkv,QKV attention,0.9738772246540834,0.944928,0.9591203013878974,0.5946473740283671,0.784,0.784,0.932,0.636,0.48879493385553374,500
ipromoter_mm_notata,anchor_query_qkv,QKV attention,0.9653682215955544,0.9032454399999998,0.9198447252391085,0.501977058786605,0.7306,0.7306,0.928,0.5332,0.5269124174118042,5000
